rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,sacks,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,tacklesForLoss,defensiveTDs,tackles,qbHurries,passesDeflected,team,home_away,points,game_id,season,week,season_type
1,,,,0,0,0,2,1,,,,0,6,1,25:19,2,1,3,2-0,3.8,25,96,5.3,28-42,221,317,2-2,5-15,18,3,0,70,6,6,New Mexico State,away,7,401114228,2019,1,regular
1,,,,6,,,,16,20,0,2,1,,3,34:41,0,0,0,6-50,5.6,20,111,10.3,39-49,507,618,1-1,4-9,28,4,0,70,4,4,Washington State,home,58,401114228,2019,1,regular
2,46,0,3,0,0,0,2,6,97,2,2,2,0,1,35:58,0,0,0,7-64,5.5,48,262,6.6,13-16,106,368,1-2,3-12,21,6,4,30,0,8,Utah,away,30,401114223,2019,1,regular
1,,,,0,32,0,2,6,,,,0,2,0,24:02,2,1,3,7-63,4.2,22,92,6.3,21-33,208,300,0-1,6-12,14,3,0,45,0,2,BYU,home,12,401114223,2019,1,regular
1,25,0,1,2,28,0,1,6,15,0,2,4,2,2,38:27,1,1,2,10-63,3.6,49,175,9.3,18-26,242,417,0-1,8-16,23,14,0,58,14,4,Cincinnati,home,24,401117854,2019,1,regular
0,,,,2,12,0,3,2,66,0,1,2,4,1,21:33,2,2,4,9-60,1.7,36,62,6.0,8-26,156,218,0-1,6-17,12,4,0,78,4,2,UCLA,away,14,401117854,2019,1,regular
4,,,,2,29,0,2,6,0,0,1,2,2,3,33:42,0,1,1,12-103,7.1,49,350,10.3,15-19,195,545,0-0,7-12,28,5,0,66,8,7,Tulane,home,42,401114236,2019,1,regular
1,,,,1,25,0,3,2,,,,2,2,2,26:18,1,1,2,4-35,2.3,26,59,6.1,19-34,208,267,0-1,5-12,16,8,0,94,0,2,Florida International,away,14,401114236,2019,1,regular
3,,,,1,72,0,4,7,0,0,1,0,4,2,27:27,0,1,1,5-35,5.1,36,183,7.8,24-35,273,456,0-0,9-17,20,6,0,84,6,1,Abilene Christian,away,31,401114241,2019,1,regular
1,25,0,3,4,214,1,6,15,,,,2,4,4,32:33,1,0,1,4-45,5.6,34,192,10.1,28-38,383,575,2-3,5-13,26,10,2,38,8,6,North Texas,home,51,401114241,2019,1,regular
0,,,,1,93,0,6,1,46,0,3,0,,1,19:58,1,0,1,5-55,1.4,20,28,5.5,15-33,181,209,0-3,0-10,14,14,0,106,4,0,Incarnate Word,away,7,401114245,2019,1,regular
2,11,0,3,3,,,,5,0,0,1,0,2,8,40:02,2,0,2,13-145,6.0,47,284,5.6,28-37,206,490,2-3,8-14,28,14,0,30,14,3,UT San Antonio,home,35,401114245,2019,1,regular
1,7,0,1,4,42,0,3,5,7,0,2,0,,2,24:49,0,0,0,6-46,0.7,29,20,13.9,21-29,404,424,1-2,5-13,17,4,0,37,6,8,Central Arkansas,away,35,401114246,2019,1,regular
3,,,,1,87,0,6,4,,,,0,,3,35:11,2,0,2,6-49,5.3,35,184,7.8,26-39,304,488,0-3,9-16,22,7,0,54,2,1,Western Kentucky,home,28,401114246,2019,1,regular
0,8,0,3,0,19,0,1,6,36,1,1,0,2,0,29:29,0,0,0,3-25,0.8,26,21,4.5,20-42,190,211,2-3,4-17,16,2,2,63,0,0,Bucknell,away,12,401117859,2019,1,regular
3,41,0,6,5,80,0,4,8,,,,0,2,2,30:31,1,0,1,6-63,5.2,36,188,11.0,36-46,507,695,1-1,11-15,32,10,0,86,0,4,Temple,home,56,401117859,2019,1,regular
0,,,,0,66,0,4,0,,,,0,2,0,28:57,0,0,0,12-106,0.2,25,4,2.6,14-36,92,96,0-0,3-18,8,6,0,122,1,2,Florida A&M,away,0,401117853,2019,1,regular
2,79,0,8,6,50,0,2,14,,,,0,4,2,31:03,0,0,0,7-65,6.0,56,338,9.4,23-38,356,694,3-3,7-16,42,24,0,22,28,10,UCF,home,62,401117853,2019,1,regular
1,-1,0,1,0,49,0,3,1,,,,0,2,1,23:55,0,1,1,3-15,2.4,27,64,5.8,16-29,167,231,0-1,3-12,14,6,0,88,1,0,Holy Cross,away,7,401117857,2019,1,regular
6,-7,0,1,0,,,,9,,,,0,4,3,36:05,0,1,1,3-25,6.4,67,428,11.4,6-9,103,531,2-2,8-12,28,7,0,56,1,4,Navy,home,45,401117857,2019,1,regular
0,13,0,2,4,121,0,8,4,51,0,1,0,6,1,24:46,1,2,3,11-83,3.8,24,90,6.5,32-50,324,414,2-3,3-13,25,10,0,88,7,2,Arkansas State,home,30,401117858,2019,1,regular
3,1,0,1,0,146,1,4,11,2,0,1,4,4,4,35:14,1,0,1,5-50,3.3,45,148,7.3,30-49,360,508,1-2,9-17,29,14,1,78,10,8,SMU,away,37,401117858,2019,1,regular
3,,,,0,202,0,6,4,45,0,3,0,2,0,22:21,0,1,1,8-52,4.5,35,159,3.5,6-17,60,219,1-1,1-10,11,8,1,70,0,1,Gardner-Webb,away,28,401135910,2019,1,regular
4,33,1,4,2,61,0,3,7,,,,1,,11,37:39,3,0,3,4-25,7.0,46,322,6.6,18-28,186,508,1-2,5-10,27,11,1,50,5,2,Charlotte,home,49,401135910,2019,1,regular
1,28,0,2,2,,,,1,,,,4,4,0,28:09,1,1,2,6-48,4.5,32,145,3.6,19-32,115,260,1-3,3-15,12,8,0,86,2,2,Alabama State,away,19,401114237,2019,1,regular
1,24,0,2,1,154,1,4,6,0,0,1,2,6,3,31:51,0,2,2,8-72,3.8,46,176,5.7,8-20,114,290,0-1,1-13,16,7,1,84,1,4,UAB,home,24,401114237,2019,1,regular
0,,,,1,90,0,5,3,3,0,1,0,,0,29:36,1,0,1,10-85,6.6,37,243,4.8,19-34,164,407,0-2,6-15,21,0,0,19,0,0,Grambling,away,9,401128468,2019,1,regular
3,,,,1,60,0,3,7,13,0,1,0,2,0,30:24,1,0,1,9-76,8.1,39,315,6.6,20-28,186,501,1-3,7-14,24,0,0,58,0,4,Louisiana Monroe,home,31,401128468,2019,1,regular
0,-2,0,1,2,17,0,1,2,,,,2,4,2,31:50,0,0,0,9-66,1.3,39,50,4.9,9-19,93,143,1-2,5-15,14,8,0,62,0,10,Campbell,away,14,401121935,2019,1,regular
3,9,0,5,2,56,0,3,11,,,,0,2,10,28:10,0,1,1,10-89,6.6,37,245,9.7,18-29,282,527,1-2,8-14,25,9,0,66,4,3,Troy,home,43,401121935,2019,1,regular
0,0,0,1,1,80,0,4,1,,,,0,6,0,33:38,0,1,1,7-60,3.5,37,131,6.0,17-27,161,292,1-2,6-15,17,6,0,38,4,3,East Tennessee State,away,7,401121934,2019,1,regular
3,48,0,3,3,,,,6,,,,2,0,2,26:22,0,0,0,5-58,6.8,41,277,6.7,17-25,167,444,1-1,6-10,25,10,0,35,2,8,Appalachian State,home,42,401121934,2019,1,regular
1,93,1,2,1,106,1,3,12,0,0,1,2,4,8,25:53,1,1,2,10-81,3.1,31,96,10.5,18-28,293,389,0-0,7-13,16,8,2,46,6,4,Southern Mississippi,home,38,401114243,2019,1,regular
1,,,,0,21,0,2,4,0,0,1,2,2,2,34:07,1,1,2,7-67,2.3,35,80,4.7,18-32,149,229,0-0,6-16,15,6,0,39,1,0,Alcorn State,away,10,401114243,2019,1,regular
3,-2,0,2,0,56,0,3,6,28,0,2,2,0,4,31:14,2,0,2,6-60,3.4,39,134,6.6,17-24,158,292,1-1,6-13,20,7,0,54,2,2,Old Dominion,home,24,401114242,2019,1,regular
1,,,,2,38,0,3,1,32,0,2,0,4,1,28:46,2,1,3,5-45,2.3,30,69,6.9,19-29,199,268,1-2,6-13,15,7,0,36,2,0,Norfolk State,away,21,401114242,2019,1,regular
1,,,,1,22,0,1,5,0,0,1,1,,2,25:39,1,0,1,8-50,2.1,27,56,5.0,22-40,201,257,1-1,5-17,17,5,0,30,6,6,VMI,away,17,401114240,2019,1,regular
2,109,1,5,5,87,0,4,8,20,0,1,0,2,4,34:21,1,1,2,8-78,6.1,46,280,9.4,24-36,340,620,0-0,6-12,35,8,1,36,22,8,Marshall,home,56,401114240,2019,1,regular
0,9,0,1,1,7,0,1,5,35,1,1,1,1,1,29:19,1,1,2,5-40,0.9,27,23,7.9,24-33,261,284,0-1,6-16,11,4,1,34,0,3,Murray State,away,17,401110776,2019,2,regular
5,76,0,4,3,37,0,4,9,0,0,1,1,1,6,30:41,1,1,2,5-40,6.7,40,269,11.7,20-25,292,561,0-0,8-10,25,11,1,26,0,1,Georgia,home,63,401110776,2019,2,regular
0,0,0,1,0,38,0,2,,,,,0,1,1,28:35,1,0,1,5-45,2.0,27,54,6.1,15-23,140,194,0-1,5-14,8,1,0,32,2,3,UT Martin,away,0,401110775,2019,2,regular
3,3,0,3,3,34,0,1,9,0,0,1,0,,5,31:25,0,0,0,3-30,6.1,38,231,8.7,30-36,312,543,1-2,9-13,26,10,0,19,0,2,Florida,home,45,401110775,2019,2,regular
2,0,0,1,1,,,,11,20,0,1,0,2,1,26:01,0,0,0,7-63,3.6,30,107,7.7,19-30,232,339,0-0,5-13,18,12,0,82,1,4,BYU,away,29,401110783,2019,2,regular
0,-4,0,1,2,20,0,3,14,,,,0,,8,33:59,1,0,1,6-50,4.9,49,242,6.3,17-28,176,418,1-3,5-16,20,6,0,44,7,6,Tennessee,home,26,401110783,2019,2,regular
0,,,,1,25,0,2,4,1,0,1,2,0,0,33:56,3,0,3,2-14,3.0,24,72,4.2,26-46,195,267,0-2,6-17,14,0,0,47,0,2,Charleston Southern,away,10,401110782,2019,2,regular
8,24,0,2,2,11,0,3,12,6,0,3,0,2,2,26:04,1,1,2,3-35,13.0,38,493,9.1,25-31,282,775,2-2,4-7,29,8,0,82,5,5,South Carolina,home,72,401110782,2019,2,regular
0,,,,2,,,,5,,,,2,2,4,26:59,2,0,2,5-46,2.2,22,49,6.4,34-53,337,386,1-2,6-14,24,2,0,46,0,3,Eastern Michigan,away,17,401110777,2019,2,regular
3,29,0,1,2,37,0,1,8,33,0,2,0,4,2,33:01,0,1,1,7-84,6.1,39,239,6.2,20-36,222,461,0-0,9-14,26,5,0,88,8,5,Kentucky,home,38,401110777,2019,2,regular
1,8,0,2,5,51,0,3,6,18,0,1,0,,6,28:37,1,0,1,8-63,1.7,18,31,9.8,34-52,509,540,0-0,5-12,27,5,0,90,4,6,Purdue,home,42,401110785,2019,2,regular
1,,,,2,20,0,1,4,0,0,1,0,2,0,31:23,1,0,1,13-100,2.6,27,71,8.8,31-48,420,491,0-1,6-15,23,6,0,78,1,10,Vanderbilt,away,24,401110785,2019,2,regular
0,1,0,1,1,0,0,1,4,,,,0,3,0,32:03,1,2,3,1-15,3.1,33,101,4.5,21-36,161,262,0-0,4-15,14,3,0,39,2,1,New Mexico State,away,10,401110773,2019,2,regular
4,28,0,3,4,19,0,2,14,0,0,1,2,0,3,27:57,0,0,0,4-35,9.9,32,318,8.6,21-33,285,603,1-1,7-14,23,7,0,34,8,3,Alabama,home,62,401110773,2019,2,regular
0,28,0,2,1,76,0,5,5,,,,4,2,2,27:32,0,1,1,7-55,2.3,26,61,7.3,25-41,300,361,0-2,5-15,18,8,0,98,1,4,Arkansas,away,17,401110779,2019,2,regular
2,,,,2,25,0,1,7,,,,2,4,6,32:28,0,2,2,5-60,4.5,53,237,10.3,16-24,246,483,0-2,8-15,23,20,0,37,7,6,Ole Miss,home,31,401110779,2019,2,regular
0,2,0,1,2,38,0,2,1,,,,0,4,6,26:14,2,1,3,1-5,4.1,27,110,9.0,18-26,234,344,0-0,2-9,17,12,0,32,2,1,Southern Mississippi,away,15,401110780,2019,2,regular
3,8,0,1,2,,,,8,54,0,2,2,0,2,33:46,0,0,0,2-10,5.1,41,210,8.4,16-21,176,386,0-0,3-9,21,10,0,23,6,1,Mississippi State,home,38,401110780,2019,2,regular
0,48,0,2,0,,,,6,,,,2,2,0,25:27,1,0,1,11-80,4.0,30,120,3.0,10-34,103,223,0-2,2-15,12,5,0,51,2,1,Tulane,away,6,401110774,2019,2,regular
2,50,0,3,1,16,0,1,6,0,0,1,0,4,0,34:33,0,2,2,5-51,3.8,45,172,5.6,19-37,207,379,0-1,10-19,20,5,0,30,4,2,Auburn,home,24,401110774,2019,2,regular
1,2,0,1,4,,,,8,8,0,1,0,1,4,33:53,0,0,0,6-50,3.3,37,121,8.5,32-48,409,530,1-3,8-15,30,6,0,44,1,2,Texas,home,38,401110778,2019,2,regular
1,11,0,1,4,,,,13,,,,0,,5,26:07,1,0,1,6-65,3.5,29,102,12.1,31-39,471,573,0-0,6-12,28,7,0,51,3,5,LSU,away,45,401110778,2019,2,regular
0,4,0,1,2,50,0,1,5,,,,2,4,0,33:03,2,1,3,6-50,2.1,36,74,6.1,23-34,208,282,4-5,2-11,22,2,0,44,0,4,Tennessee Tech,away,17,401119262,2019,2,regular
5,33,0,2,0,73,0,4,12,89,1,2,2,2,1,26:57,0,1,1,10-95,4.8,40,190,8.8,11-18,159,349,2-2,6-13,14,22,2,31,2,2,Miami (OH),home,48,401119262,2019,2,regular
1,25,0,7,1,20,0,1,8,,,,0,1,6,31:36,0,0,0,10-75,4.3,37,160,8.7,26-37,321,481,0-1,5-14,22,10,0,38,5,6,Pittsburgh,home,20,401112445,2019,2,regular
1,15,0,2,0,,,,4,,,,0,1,1,28:24,0,0,0,5-34,1.2,29,35,6.6,15-27,177,212,0-0,4-15,12,6,0,45,8,3,Ohio,away,10,401112445,2019,2,regular
2,1,0,1,0,88,0,4,11,,,,2,1,3,39:34,1,1,2,6-72,3.8,66,252,8.8,8-21,185,437,5-6,9-22,23,8,0,37,0,1,Kennesaw State,away,23,401119261,2019,2,regular
1,1,0,2,1,107,0,5,14,0,0,1,1,3,2,20:26,0,2,2,7-70,4.0,36,145,8.3,17-23,192,337,1-1,6-15,16,6,0,53,3,4,Kent State,home,26,401119261,2019,2,regular
0,1,0,2,4,17,0,2,7,,,,3,0,5,27:37,1,0,1,4-35,2.4,34,83,13.3,15-24,319,402,0-1,4-14,15,13,0,23,2,4,UAB,away,31,401114254,2019,2,regular
1,-2,0,3,2,14,0,2,2,15,0,1,0,3,0,32:23,0,2,2,6-56,1.2,29,34,8.0,25-45,359,393,2-3,4-16,16,2,0,12,0,4,Akron,home,20,401114254,2019,2,regular
3,10,0,1,3,48,0,3,15,0,0,2,1,1,3,28:09,1,1,2,2-20,7.4,34,251,10.0,24-33,331,582,0-0,7-10,31,6,0,43,4,7,Michigan State,home,51,401112213,2019,2,regular
0,,,,2,115,0,5,5,0,0,1,1,0,0,31:51,2,1,3,7-46,2.5,27,67,7.0,27-41,285,352,3-3,5-16,18,3,0,33,3,4,Western Michigan,away,17,401112213,2019,2,regular
3,24,0,1,1,123,0,7,3,0,0,1,2,4,2,30:48,2,0,2,6-63,2.8,37,105,6.3,20-35,221,326,0-1,6-15,17,8,0,72,2,4,Fordham,away,29,401119260,2019,2,regular
2,20,0,3,6,41,0,2,7,27,0,2,0,4,4,29:12,1,1,2,8-68,4.3,35,152,10.6,33-42,444,596,0-0,3-8,29,9,0,70,1,16,Ball State,home,57,401119260,2019,2,regular
5,65,0,7,3,0,0,1,11,39,0,1,0,1,1,39:27,0,1,1,1-10,4.6,43,199,10.3,31-39,400,599,0-0,11-13,37,6,0,28,1,4,Wisconsin,home,61,401112268,2019,2,regular
0,,,,0,40,0,2,,,,,1,1,1,20:33,1,0,1,6-39,0.7,21,15,1.8,9-24,43,58,1-2,1-14,3,4,0,49,1,3,Central Michigan,away,0,401112268,2019,2,regular
4,1,0,1,1,37,0,2,5,0,0,1,0,,4,29:34,0,0,0,1-10,5.2,37,193,11.3,14-19,214,407,1-2,5-11,19,6,0,21,0,5,Utah,home,35,401114224,2019,2,regular
1,,,,1,,,,5,,,,0,1,0,30:26,1,0,1,6-50,2.7,25,67,7.6,21-31,235,302,1-2,2-12,14,6,0,25,0,2,Northern Illinois,away,17,401114224,2019,2,regular
1,22,0,1,4,29,0,3,9,36,1,1,1,2,1,17:28,0,1,1,3-25,3.3,24,78,12.7,16-22,279,357,1-1,2-9,14,10,1,37,3,5,Penn State,home,45,401112258,2019,2,regular
0,11,0,1,1,,,,7,,,,1,1,3,42:32,1,1,2,8-78,3.2,58,184,7.7,16-32,245,429,0-2,10-23,22,7,0,28,0,1,Buffalo,away,13,401112258,2019,2,regular
3,5,0,1,2,30,0,3,8,58,1,2,2,4,2,30:41,0,1,1,9-74,4.3,41,178,6.3,23-38,241,419,1-2,6-15,26,9,1,112,6,4,Louisiana Monroe,away,44,401112440,2019,2,regular
3,32,0,2,3,135,0,5,9,,,,2,2,2,29:19,2,1,3,11-108,4.4,50,219,7.1,30-40,282,501,0-0,10-19,30,4,0,104,1,8,Florida State,home,45,401112440,2019,2,regular
0,4,0,1,1,25,0,1,7,,,,0,2,1.5,37:33,2,0,2,7-35,4.9,44,215,5.7,19-26,149,364,0-1,4-13,20,8,0,66,2,2,Richmond,away,13,401112438,2019,2,regular
3,,,,3,28,0,3,9,0,0,2,0,,1,22:27,0,0,0,2-10,6.9,50,346,10.8,9-16,172,518,0-1,6-11,24,26,0,48,2,0,Boston College,home,45,401112438,2019,2,regular
0,,,,1,,,,4,0,0,1,0,2,2,32:36,1,1,2,9-85,2.0,27,53,5.6,24-42,236,289,2-2,6-16,18,6,0,47,1,2,Texas A&M,away,10,401110784,2019,2,regular
2,8,0,2,1,18,0,1,6,0,0,1,1,0,2,27:24,1,0,1,4-30,3.7,33,121,7.7,24-35,268,389,0-0,3-9,26,3,0,26,4,6,Clemson,home,24,401110784,2019,2,regular
0,-2,0,1,0,28,0,2,,,,,0,2,1,23:01,0,1,1,8-55,0.4,19,8,3.6,15-27,98,106,0-0,2-13,6,10,0,48,2,3,Western Carolina,away,0,401112444,2019,2,regular
4,24,0,3,1,,,,11,,,,2,0,8,36:59,0,0,0,3-29,5.8,53,309,7.0,22-33,231,540,1-2,6-14,32,4,0,23,10,8,NC State,home,41,401112444,2019,2,regular
2,34,0,1,1,44,0,2,3,,,,0,1,0,36:14,0,1,1,2-12,1.8,37,67,7.3,22-35,254,321,2-3,4-16,20,6,0,24,0,3,Rice,home,21,401112447,2019,2,regular
2,13,0,1,3,,,,11,,,,1,0,4,23:46,0,0,0,5-38,5.7,35,201,11.6,21-27,312,513,0-0,7-14,19,8,0,32,2,5,Wake Forest,away,41,401112447,2019,2,regular
2,,,,0,48,0,3,5,,,,2,1,1,33:20,0,0,0,6-66,4.7,43,202,4.1,16-30,122,324,3-5,4-15,19,7,0,33,0,2,Old Dominion,away,17,401112446,2019,2,regular
2,1,0,1,2,112,0,3,7,,,,0,2,5,26:40,0,2,2,6-65,3.4,39,131,9.7,16-28,272,403,0-0,8-13,21,9,0,34,7,2,Virginia Tech,home,31,401112446,2019,2,regular
1,0,0,1,2,,,,8,,,,0,2,4,24:37,0,0,0,1-5,2.7,36,97,11.7,17-25,292,389,1-1,2-10,22,8,0,90,14,3,North Carolina,home,28,401112443,2019,2,regular
1,,,,2,15,0,1,7,,,,0,4,8,35:23,0,0,0,7-57,4.8,37,179,7.9,30-39,309,488,0-1,3-11,27,20,0,62,2,2,Miami,away,25,401112443,2019,2,regular
0,8,0,3,1,43,0,3,4,6,0,1,2,8,4,27:25,0,2,2,9-95,3.1,30,92,6.8,16-25,169,261,2-2,4-15,11,26,0,55,0,3,South Florida,away,10,401112441,2019,2,regular
2,23,0,5,0,34,0,3,2,,,,4,4,4,32:35,1,1,2,2-20,3.7,49,181,3.6,14-21,76,257,0-0,5-15,21,18,0,82,4,4,Georgia Tech,home,14,401112441,2019,2,regular
1,,,,0,35,0,1,5,57,1,3,1,0,0,23:19,1,0,1,4-20,1.8,35,63,10.0,5-13,130,193,0-1,1-11,8,4,1,35,0,4,William & Mary,away,17,401112437,2019,2,regular
3,51,0,5,2,151,1,4,10,85,1,1,0,1,7,36:41,3,1,4,3-31,6.2,35,216,8.2,25-36,295,511,0-0,9-14,25,12,2,24,0,0,Virginia,home,52,401112437,2019,2,regular
1,3,0,1,0,38,0,3,7,6,0,1,2,4,0,25:30,0,2,2,3-25,4.8,29,138,4.4,8-25,111,249,1-1,2-14,10,1,0,49,0,8,North Carolina A&T,away,13,401112439,2019,2,regular
2,39,0,4,4,73,0,4,9,,,,4,2,2,34:30,1,1,2,9-97,4.6,46,210,8.3,31-44,364,574,3-4,6-16,31,7,0,54,3,12,Duke,home,45,401112439,2019,2,regular
3,-5,0,1,0,70,0,3,6,20,0,1,2,4,1,28:25,0,3,3,9-58,2.4,45,108,7.5,20-31,232,340,1-3,9-16,23,2,0,26,0,0,Michigan,home,24,401112223,2019,2,regular
3,12,0,1,0,,,,3,,,,3,3,4,31:35,1,2,3,8-78,3.3,61,200,8.6,2-5,43,243,3-3,5-16,15,5,0,47,1,1,Army,away,21,401112223,2019,2,regular
5,8,0,3,2,44,0,1,10,,,,0,4,1,42:52,0,1,1,4-35,5.7,58,333,9.9,14-19,188,521,2-2,9-16,25,6,0,31,5,10,Kansas State,home,52,401112107,2019,2,regular
0,,,,0,64,0,4,,,,,2,2,4,17:08,0,1,1,6-50,3.1,20,61,3.3,11-24,79,140,0-2,0-11,5,4,0,120,0,4,Bowling Green,away,0,401112107,2019,2,regular
0,0,0,1,1,75,0,4,2,,,,4,4,2,31:45,2,0,2,9-64,3.4,47,161,6.3,12-25,157,318,1-4,4-16,13,3,1,49,4,6,McNeese,away,14,401112123,2019,2,regular
2,,,,5,,,,8,39,1,2,0,6,2,28:15,0,2,2,5-29,3.8,44,167,12.9,23-32,413,580,0-0,11-16,25,6,2,50,2,8,Oklahoma State,home,56,401112123,2019,2,regular
2,2,0,1,0,37,0,2,2,,,,0,6,2,31:31,0,1,1,7-58,4.6,36,164,3.4,17-30,102,266,2-3,7-18,14,5,0,76,6,2,UT San Antonio,away,14,401112074,2019,2,regular
5,83,1,3,3,51,0,2,9,,,,2,2,6,28:29,0,0,0,6-50,9.4,39,368,7.7,16-23,178,546,0-0,6-9,25,10,1,29,12,6,Baylor,home,63,401112074,2019,2,regular
0,,,,2,,,,2,,,,0,1,1,26:27,2,1,3,7-45,2.8,25,70,7.1,29-38,269,339,1-2,1-11,20,3,0,39,0,3,South Dakota,away,14,401112115,2019,2,regular
3,23,0,2,6,,,,10,30,1,2,1,2,2,33:33,0,0,0,12-105,7.9,39,310,14.1,24-30,423,733,1-1,7-10,28,8,1,39,3,4,Oklahoma,home,70,401112115,2019,2,regular
0,5,0,1,0,40,0,2,3,0,0,1,0,,1,33:09,0,0,0,9-76,2.0,38,77,2.8,7-19,54,131,1-1,2-15,11,3,0,86,1,3,UTEP,away,3,401112140,2019,2,regular
2,0,0,1,3,28,0,1,8,,,,0,4,3,26:51,1,0,1,4-50,4.8,30,143,5.9,32-48,281,424,1-1,8-14,27,7,0,32,7,2,Texas Tech,home,38,401112140,2019,2,regular
1,12,0,1,1,6,0,1,0,25,0,2,0,2,2,34:26,0,0,0,4-31,3.5,49,172,8.5,8-14,119,291,1-1,1-9,20,4,0,47,0,0,Coastal Carolina,away,12,401112097,2019,2,regular
1,7,0,2,0,37,0,2,1,,,,0,2,3,25:34,2,0,2,5-40,4.7,37,173,5.6,13-19,107,280,0-3,4-10,17,18,0,102,2,4,Kansas,home,7,401112097,2019,2,regular
1,,,,3,,,,8,38,1,3,0,2,3,30:59,0,0,0,10-100,4.6,50,232,5.4,17-28,150,382,1-1,7-15,26,26,1,37,2,5,Missouri,home,38,401110781,2019,2,regular
0,,,,1,39,0,1,1,,,,0,,2,29:01,3,0,3,4-40,0.9,32,30,5.2,16-27,141,171,0-1,7-16,13,8,0,50,2,4,West Virginia,away,7,401110781,2019,2,regular
6,,,,3,20,0,1,9,13,0,1,1,0,4,32:07,1,0,1,5-30,7.9,45,354,7.8,21-38,296,650,0-0,11-15,29,5,0,56,0,1,Maryland,home,63,401112202,2019,2,regular
0,15,0,1,3,118,0,7,2,0,0,1,0,2,1,27:53,1,1,2,6-35,2.4,29,70,8.0,28-41,330,400,0-3,6-15,18,5,0,47,0,4,Syracuse,away,20,401112202,2019,2,regular
0,19,0,1,1,,,,1,,,,2,2,1,30:59,1,0,1,10-88,3.5,31,108,3.7,19-42,155,263,0-1,5-17,16,12,0,45,2,4,Stony Brook,away,7,401117499,2019,2,regular
4,72,1,3,3,65,0,2,14,0,0,1,0,2,0,29:01,0,1,1,9-80,7.7,42,325,8.7,35-45,392,717,0-0,10-14,35,1,1,54,18,9,Utah State,home,62,401117499,2019,2,regular
1,,,,0,29,0,2,1,5,0,1,1,1,2,20:48,1,1,2,6-45,4.6,25,116,3.1,10-18,56,172,0-0,2-9,9,7,0,53,0,2,Marshall,away,7,401114251,2019,2,regular
1,0,0,2,1,66,0,2,2,0,0,1,1,3,3,39:12,1,1,2,3-36,3.3,47,155,8.3,22-34,282,437,0-2,10-17,22,6,0,27,0,1,Boise State,home,14,401114251,2019,2,regular
0,7,0,1,1,58,0,2,7,,,,4,2,1,29:32,0,1,1,8-35,2.3,28,64,4.1,22-37,151,215,1-3,4-16,12,8,0,33,6,2,Western Illinois,away,13,401117498,2019,2,regular
1,32,0,5,4,19,0,1,8,,,,2,8,7,30:28,0,2,2,8-94,5.3,36,189,12.3,25-32,393,582,0-0,8-14,25,20,0,30,9,6,Colorado State,home,38,401117498,2019,2,regular
1,11,0,1,1,79,0,3,2,0,0,1,0,2,1,25:33,2,1,3,4-35,2.3,22,50,7.3,33-54,394,444,0-0,5-13,27,4,0,30,4,8,Texas State,home,14,401117500,2019,2,regular
1,7,0,1,0,72,0,2,11,99,1,2,2,0,10,34:27,1,0,1,6-46,3.9,49,190,5.7,8-18,103,293,0-0,8-18,16,16,1,32,12,10,Wyoming,away,23,401117500,2019,2,regular
3,0,0,1,2,75,0,3,8,2,0,2,0,10,4,33:41,0,3,3,7-65,2.8,52,146,10.2,16-23,234,380,1-1,9-15,24,5,0,36,0,5,Minnesota,away,38,401112230,2019,2,regular
1,,,,3,29,0,2,9,,,,6,2,4,26:19,2,0,2,6-45,2.1,27,57,8.2,24-35,288,345,1-1,3-12,21,8,0,46,2,6,Fresno State,home,35,401112230,2019,2,regular
1,43,0,2,1,9,0,2,2,,,,0,8,4,21:44,0,2,2,7-52,1.9,32,62,5.7,24-35,199,261,0-2,5-14,16,10,0,59,0,2,UCLA,home,14,401114214,2019,2,regular
1,17,0,1,1,,,,11,,,,4,2,6,38:16,0,0,0,5-50,1.7,47,80,9.5,23-31,293,373,0-0,6-15,22,10,0,94,0,5,San Diego State,away,23,401114214,2019,2,regular
2,47,0,3,2,18,0,1,13,35,1,1,0,,6,30:48,0,0,0,4-30,5.0,43,214,7.7,22-37,284,498,1-2,8-17,23,10,2,46,0,2,Arkansas State,away,43,401117502,2019,2,regular
1,10,0,1,1,21,0,2,5,,,,0,,0,29:12,1,0,1,3-20,4.5,42,188,4.3,11-26,112,300,1-3,3-16,14,8,0,57,0,2,UNLV,home,17,401117502,2019,2,regular
3,,,,1,,,,10,,,,2,0,1,33:29,0,0,0,12-105,4.7,54,256,10.1,21-28,283,539,2-2,9-16,27,14,0,68,4,14,Tulsa,away,34,401117501,2019,2,regular
1,,,,1,132,0,7,4,,,,0,2,0,26:31,0,1,1,4-35,3.7,31,115,6.3,21-37,233,348,1-2,6-15,18,10,0,86,6,4,San José State,home,16,401117501,2019,2,regular
3,8,0,2,7,46,0,2,11,38,0,2,2,1,5,26:25,0,1,1,6-34,5.7,39,221,11.5,27-35,402,623,4-5,5-12,28,13,1,46,4,4,Oregon,home,77,401114193,2019,2,regular
