tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,fumblesRecovered,rushingTDs,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,puntReturnYards,puntReturnTDs,puntReturns,team,home_away,points,game_id,season,week,season_type,totalFumbles
8.5,0,51,5.5,1,1,1,4,1,18,0,1,26:58,0,1,1,3-25,7.6,28,213,9.6,18-22,211,424,0-0,3-11,14,7,0,0,1,,,,Iowa State,away,37,401235994,2020,4,regular,
11,0,50,3,2,5,1,1,1,,,,24:44,3,0,3,3-22,3.9,30,116,5.1,9-21,107,223,1-2,1-11,10,8,40,0,1,7,0,1,Louisville,away,20,401234595,2020,4,regular,
12,0,29,7,5,2,0,0,2,39,0,2,35:16,1,1,2,6-46,3.9,40,156,5.8,23-38,220,376,1-2,9-19,20,11,11,0,3,21,0,1,Pittsburgh,home,23,401234595,2020,4,regular,
5,0,29,1,2,7,1,0,1,109,0,5,20:24,1,0,1,7-72,0.5,14,7,6.0,19-31,186,193,1-2,0-11,6,0,,,,,,,Louisiana Monroe,home,6,401240194,2020,4,regular,
5,0,20,3,2,3,0,4,0,,,,39:36,0,1,1,7-60,4.5,47,210,12.1,13-25,302,512,0-1,11-17,21,7,8,0,1,9,0,3,UTEP,away,31,401240194,2020,4,regular,
5,0,62,2,1,2,1,1,0,22,0,3,19:53,0,0,0,5-50,1.1,18,19,4.5,21-36,162,181,1-2,2-14,8,1,,,,,,,Troy,away,7,401236223,2020,4,regular,
6,0,28,4,3,7,0,4,2,22,0,1,40:07,0,1,1,1-15,4.0,48,192,13.9,28-34,472,664,2-4,5-12,32,12,,,,1,0,3,BYU,home,48,401236223,2020,4,regular,
9,1,48,3,1,1,0,2,2,255,1,6,22:15,0,0,0,15-127,5.4,31,168,6.8,11-20,136,304,1-2,5-11,16,4,,,,,,,Florida International,away,34,401207126,2020,4,regular,
6,0,32,5,2,2,0,2,2,23,0,1,36:41,0,0,0,4-40,4.8,46,221,9.6,25-32,308,529,1-1,10-17,31,12,,,,,,,Liberty,home,36,401207126,2020,4,regular,
9,0,46,3,8,3,0,2,2,120,0,5,24:20,1,0,1,3-29,3.1,28,88,7.0,23-43,303,391,0-1,7-17,16,13,28,0,2,12,0,3,UT San Antonio,home,37,401207134,2020,4,regular,1
4,0,32,1,6,5,0,2,3,14,0,4,35:40,2,0,2,8-82,4.7,41,191,7.8,31-48,372,563,0-1,8-18,27,5,2,0,1,6,0,2,Middle Tennessee,away,35,401207134,2020,4,regular,
1,0,32,1,2,5,0,0,5,43,0,3,29:37,1,1,2,16-147,3.4,28,95,7.0,37-58,406,501,1-1,12-20,26,8,45,0,1,1,0,1,Houston Christian,away,38,401232157,2020,4,regular,
4,0,40,3,3,3,1,3,6,110,0,4,30:23,1,0,1,5-45,5.2,35,182,9.5,23-38,360,542,2-2,4-11,32,12,27,0,1,44,0,2,Louisiana Tech,home,66,401232157,2020,4,regular,
8,0,53,2,4,6,3,2,4,,,,26:52,0,0,0,19-139,5.6,40,224,8.7,32-47,408,632,0-2,8-16,29,15,0,0,1,6,0,2,UCF,away,51,401212536,2020,4,regular,
2,0,43,0,3,9,0,1,3,83,0,5,33:08,1,3,4,11-105,4.5,54,244,7.4,14-29,215,459,1-2,9-18,25,4,,,,4,0,1,East Carolina,home,28,401212536,2020,4,regular,
2,0,24,0,0,3,1,1,2,58,0,4,27:49,1,1,2,2-13,2.0,33,67,8.3,22-37,306,373,1-1,6-17,19,6,,,,0,0,1,Southern Mississippi,home,24,401234734,2020,4,regular,
12,0,30,5,0,2,1,7,2,135,0,4,29:08,0,1,1,7-40,8.0,54,430,6.8,9-21,142,572,2-2,7-14,27,12,52,0,1,15,0,1,Tulane,away,66,401234734,2020,4,regular,
3,0,41,2,2,2,0,1,0,43,0,2,34:25,1,0,1,3-35,1.3,40,51,6.1,16-27,165,216,0-4,5-15,14,1,,,,0,0,1,Stephen F. Austin,away,7,401212485,2020,4,regular,
12,0,48,4,1,2,0,5,2,75,0,3,25:35,0,0,0,7-55,6.8,38,260,6.4,16-27,172,432,0-1,9-13,24,6,4,0,1,83,0,4,SMU,home,50,401212485,2020,4,regular,
3,0,37,1,3,1,1,0,1,89,0,4,25:26,1,1,2,2-30,4.3,34,147,5.9,13-28,165,312,1-2,3-11,19,4,,,,36,0,2,South Alabama,home,10,401207132,2020,4,regular,
8,0,37,2,1,3,1,4,2,18,0,1,34:34,0,1,1,11-122,4.5,42,190,11.4,18-28,319,509,1-1,10-16,22,6,9,0,1,16,0,1,UAB,away,42,401207132,2020,4,regular,
1,0,27,0,2,5,0,1,1,14,0,1,35:14,1,1,2,2-10,3.9,49,192,14.2,11-18,255,447,1-2,8-14,21,4,0,0,1,13,0,2,Georgia Southern,away,18,401215303,2020,4,regular,
3,0,28,0,1,1,1,1,1,40,0,2,24:46,1,0,1,6-55,5.9,25,148,8.8,18-33,290,438,0-1,5-11,18,8,8,0,1,10,0,1,Louisiana,home,20,401215303,2020,4,regular,
3,0,43,1,0,3,0,2,1,50,0,4,25:40,0,0,0,8-52,3.2,37,117,9.4,8-20,188,305,1-2,6-13,15,1,,,,,,,Campbell,away,21,401236253,2020,4,regular,
4,0,30,3,3,5,0,7,0,67,0,4,34:20,0,0,0,5-45,6.7,60,404,7.3,12-18,131,535,1-1,9-12,31,10,,,,37,0,4,Appalachian State,home,52,401236253,2020,4,regular,
2,0,33,1,0,5,0,0,0,72,0,4,25:56,1,0,1,7-54,1.8,22,39,4.4,21-40,177,216,1-2,6-15,15,6,,,,,,,Auburn,away,6,401237095,2020,5,regular,
6,0,31,3,0,3,0,2,1,38,0,1,33:43,0,0,0,8-59,4.5,45,202,8.6,17-28,240,442,0-0,9-14,25,9,13,0,1,6,0,2,Georgia,home,27,401237095,2020,5,regular,
5,0,23,2,0,3,1,1,2,0,0,1,36:22,0,1,1,6-55,3.3,36,117,4.5,28-47,212,329,5-6,6-17,25,6,0,0,1,,,,South Carolina,away,24,401237096,2020,5,regular,
6,0,35,4,9,9,1,1,4,21,0,2,23:38,1,1,2,4-44,3.3,24,80,9.2,21-29,268,348,0-0,4-9,18,8,,,,42,0,2,Florida,home,38,401237096,2020,5,regular,
2,0,40,2,1,4,0,1,0,10,0,1,28:10,1,0,1,6-49,3.4,37,126,8.7,14-25,218,344,2-3,6-15,15,6,,,,6,0,1,Missouri,away,12,401237099,2020,5,regular,
5,0,30,1,3,1,0,4,1,,,,31:50,0,0,0,3-20,4.5,51,232,8.3,14-23,190,422,4-4,6-13,26,5,36,0,1,,,,Tennessee,home,35,401237099,2020,5,regular,
3,0,47,2,1,1,1,2,4,38,0,1,23:55,0,0,0,5-33,3.7,38,139,11.0,24-29,320,459,0-1,6-12,26,6,,,,,,,Ole Miss,away,42,401237097,2020,5,regular,
6,0,39,2,0,0,0,6,0,13,0,1,36:05,0,1,1,8-81,7.3,56,408,8.4,14-18,151,559,0-1,6-11,26,5,,,,17,0,1,Kentucky,home,41,401237097,2020,5,regular,
8,0,39,3,8,2,0,0,4,,,,23:53,1,0,1,4-30,5.4,30,162,9.1,23-37,337,499,1-1,4-11,28,11,21,0,3,102,0,4,LSU,away,41,401237098,2020,5,regular,
1,0,36,0,3,3,0,0,1,101,0,3,30:47,2,0,2,5-24,3.6,43,153,4.5,11-25,113,266,1-2,7-17,17,1,2,0,1,,,,Vanderbilt,home,7,401237098,2020,5,regular,
3,0,32,1,1,2,0,0,3,,,,37:41,2,0,2,7-58,3.8,30,115,7.1,26-47,335,450,0-2,10-17,25,6,43,0,1,,,,Texas A&M,away,24,401237093,2020,5,regular,
5,1,41,0,8,4,0,2,4,,,,22:03,1,0,1,6-40,3.9,27,104,16.1,20-27,435,539,0-0,5-9,22,10,47,1,2,11,0,1,Alabama,home,52,401237093,2020,5,regular,
3,1,43,1,1,4,1,0,2,,,,23:40,0,2,2,5-40,1.7,37,63,7.6,20-28,212,275,0-1,5-14,17,3,95,1,3,-1,0,1,Arkansas,away,21,401237094,2020,5,regular,
7,0,34,3,5,0,2,1,1,49,0,2,36:20,3,1,4,4-25,3.6,24,87,5.2,43-60,313,400,4-6,6-17,24,2,,,,21,0,3,Mississippi State,home,14,401237094,2020,5,regular,
2,1,49,2,2,1,0,2,0,,,,25:17,1,0,1,9-57,2.9,22,63,8.1,23-30,244,307,0-1,3-10,18,6,13,1,1,2,0,1,Jacksonville State,away,24,401238034,2020,5,regular,
5,0,22,2,0,0,0,5,1,109,0,4,34:25,1,0,1,10-100,5.0,53,265,8.9,21-30,268,533,1-1,10-16,31,5,0,0,1,12,0,3,Florida State,home,41,401238034,2020,5,regular,
6,0,44,3,7,3,0,1,2,,,,28:12,1,0,1,10-96,4.5,39,176,8.7,14-26,225,401,0-0,7-12,24,6,,,,-1,0,1,North Carolina,away,26,401234597,2020,5,regular,
5,0,42,4,2,2,0,0,2,,,,31:03,0,0,0,12-110,2.1,19,40,5.6,37-56,313,353,1-1,9-17,22,10,5,0,1,,,,Boston College,home,22,401234597,2020,5,regular,
5,0,44,2,1,1,0,0,3,18,0,1,33:17,2,0,2,1-15,3.9,38,147,6.3,24-43,270,417,4-5,6-16,25,5,,,,,,,Virginia,away,23,401234598,2020,5,regular,
4,0,44,3,0,8,0,2,3,52,0,1,26:43,0,0,0,8-65,4.4,31,137,8.4,26-39,329,466,0-0,8-15,22,11,0,0,2,9,0,1,Clemson,home,41,401234598,2020,5,regular,
5,0,31,2,7,4,0,2,1,20,0,1,30:00,0,0,0,13-125,2.5,37,92,10.3,22-40,411,503,2-3,6-16,24,11,,,,37,0,2,Pittsburgh,home,29,401234600,2020,5,regular,
10,0,37,1,7,7,0,0,4,35,0,2,30:00,0,0,0,11-80,2.1,30,62,7.5,28-45,336,398,2-2,7-16,28,6,,,,,,,NC State,away,30,401234600,2020,5,regular,
4,0,41,1,0,2,0,0,2,76,0,4,34:33,2,2,4,5-42,3.2,38,120,6.7,20-36,242,362,0-0,9-16,22,2,,,,,,,Campbell,away,14,401240282,2020,5,regular,
7,2,40,3,3,3,2,6,1,147,1,3,25:27,0,0,0,5-40,6.6,45,299,13.1,16-21,275,574,0-0,5-7,29,12,50,1,2,,,,Wake Forest,home,66,401240282,2020,5,regular,
6,0,34,2,1,6,2,2,1,39,0,2,25:47,1,0,1,8-76,3.8,37,139,6.9,22-39,271,410,3-3,5-17,19,4,0,0,1,0,0,1,Duke,home,31,401234599,2020,5,regular,
12,0,40,7,0,2,0,4,1,150,0,3,34:04,1,2,3,4-20,6.5,50,324,6.8,9-24,163,487,1-1,7-14,25,8,0,0,1,-18,0,2,Virginia Tech,away,38,401234599,2020,5,regular,
4,0,24,1,0,0,0,0,3,111,0,6,28:15,0,0,0,6-48,3.7,23,86,7.7,25-39,302,388,1-3,1-10,19,5,,,,-3,0,1,Abilene Christian,away,23,401240040,2020,5,regular,
8,0,37,3,3,5,0,6,1,24,0,1,31:45,0,0,0,4-27,7.4,60,441,7.4,4-7,52,493,2-3,3-11,24,11,,,,0,0,1,Army,home,55,401240040,2020,5,regular,
7,0,57,2,0,2,0,1,0,160,0,8,28:06,1,0,1,3-17,2.5,40,101,3.8,14-24,92,193,1-3,1-14,12,1,,,,,,,Kansas,home,7,401236000,2020,5,regular,
11,0,47,4,1,3,0,2,3,9,0,1,31:54,0,0,0,5-35,4.9,60,295,9.9,20-30,298,593,1-1,9-18,31,17,-9,0,1,7,0,2,Oklahoma State,away,47,401236000,2020,5,regular,
4,0,45,1,3,1,0,1,2,30,0,2,31:39,1,0,1,6-71,6.0,34,204,5.4,34-49,267,471,2-3,9-18,27,3,,,,5,0,1,Texas Tech,away,21,401236001,2020,5,regular,
7,0,57,1,2,6,0,2,2,35,0,2,28:21,0,0,0,4-35,4.7,42,198,9.4,12-22,206,404,0-1,6-12,20,7,0,0,1,22,0,1,Kansas State,home,31,401236001,2020,5,regular,
11,0,40,6,2,3,0,3,1,77,0,3,30:35,2,2,4,12-102,3.4,39,134,5.0,30-42,211,345,3-3,5-18,18,3,11,0,2,-1,0,1,West Virginia,home,27,401235998,2020,5,regular,
8,0,59,2,3,3,2,0,3,34,0,2,28:06,2,0,2,12-86,0.8,33,27,6.0,23-38,229,256,1-2,4-16,15,3,28,0,2,8,0,3,Baylor,away,21,401235998,2020,5,regular,
8,0,41,2,3,2,0,3,1,167,0,4,26:26,0,1,1,9-90,4.4,31,135,11.3,13-25,282,417,0-0,6-10,23,13,0,0,1,,,,Iowa State,home,37,401235999,2020,5,regular,
4,0,33,1,6,6,1,1,2,123,0,5,33:34,1,0,1,9-92,3.5,33,114,8.3,25-36,300,414,3-3,4-13,22,12,,,,,,,Oklahoma,away,30,401235999,2020,5,regular,
3,0,27,0,2,5,1,3,0,,,,34:51,0,1,1,14-109,4.5,50,226,7.7,20-30,231,457,0-1,7-17,25,15,37,0,1,71,0,5,TCU,away,33,401236002,2020,5,regular,
9,0,37,1,5,2,1,0,4,54,0,2,25:09,1,1,2,12-92,6.3,24,152,6.6,17-36,236,388,1-1,7-14,16,3,,,,,,,Texas,home,31,401236002,2020,5,regular,
4,0,36,1,0,3,0,0,1,,,,25:52,1,1,2,4-30,2.5,36,90,8.4,8-18,151,241,1-3,5-13,10,1,,,,9,0,1,Navy,away,7,401212557,2020,5,regular,
4,0,23,3,3,1,1,4,0,,,,34:08,0,0,0,3-23,7.0,53,369,4.6,4-9,41,410,0-0,2-9,25,16,62,0,1,,,,Air Force,home,40,401212557,2020,5,regular,
3,0,42,0,0,2,0,0,2,45,0,3,30:12,2,0,2,7-58,2.5,30,74,7.2,22-33,239,313,2-2,5-13,18,2,,,,14,0,1,Louisiana Tech,away,14,401246275,2020,5,regular,
6,0,38,3,3,2,0,4,2,,,,29:33,0,0,0,5-50,4.9,38,188,12.5,24-26,325,513,0-1,6-10,26,9,0,0,2,4,0,1,BYU,home,45,401246275,2020,5,regular,
7,0,42,1,0,3,0,1,0,58,0,3,32:10,2,1,3,6-55,2.2,29,63,6.8,18-27,184,247,0-0,6-15,14,1,13,0,1,,,,North Alabama,away,7,401237513,2020,5,regular,
10,0,36,6,1,0,1,0,4,19,0,1,27:50,1,0,1,8-75,6.3,40,250,4.3,15-25,107,357,1-1,6-12,22,4,14,0,2,15,0,2,Liberty,home,28,401237513,2020,5,regular,
7,0,42,3,2,3,0,0,2,,,,31:35,0,1,1,5-55,3.6,38,138,5.2,21-36,188,326,2-2,7-17,21,8,,,,1,0,1,Western Kentucky,away,20,401207138,2020,5,regular,
5,0,39,3,0,4,1,1,1,10,0,1,26:27,0,0,0,6-47,3.1,33,102,6.6,23-33,217,319,2-2,7-16,18,5,,,,,,,Middle Tennessee,home,17,401207138,2020,5,regular,
3,0,23,0,6,6,0,1,1,,,,37:49,0,1,1,3-27,2.0,41,82,9.8,24-32,314,396,2-3,6-16,22,5,,,,10,0,2,Charlotte,away,17,401207136,2020,5,regular,
12,0,42,6,3,2,1,1,2,,,,22:11,0,0,0,3-19,6.6,33,217,4.5,11-22,98,315,0-2,6-13,15,3,,,,,,,Florida Atlantic,home,21,401207136,2020,5,regular,
4,0,41,2,1,5,3,3,2,,,,35:16,1,0,1,2-10,4.4,46,202,7.8,16-30,235,437,1-2,8-17,22,11,,,,0,0,1,Southern Mississippi,away,41,401207139,2020,5,regular,
5,0,37,3,2,3,0,2,2,41,0,1,24:12,0,3,3,2-20,3.8,38,144,7.2,28-47,339,483,1-2,11-19,27,7,-1,0,1,-5,0,1,North Texas,home,31,401207139,2020,5,regular,
9,0,41,4,6,6,0,0,3,,,,33:07,3,1,4,6-72,5.8,37,214,6.5,18-30,195,409,0-1,4-11,21,3,5,0,1,,,,UAB,home,21,401207141,2020,5,regular,
7,0,43,0,4,1,1,1,0,51,0,2,26:53,1,0,1,10-98,5.3,36,190,3.6,9-25,90,280,1-3,2-13,17,7,5,0,3,-1,0,2,UT San Antonio,away,13,401207141,2020,5,regular,
6,1,41,3,4,5,0,1,2,111,1,2,36:24,3,1,4,7-52,4.2,45,189,5.5,16-26,143,332,1-1,10-17,22,4,9,0,5,7,0,1,Cincinnati,home,28,401212476,2020,5,regular,
5,0,32,1,3,0,1,1,0,95,0,2,23:36,5,0,5,3-40,2.5,33,83,5.1,21-41,208,291,1-3,5-13,19,1,5,0,3,,,,South Florida,away,7,401212476,2020,5,regular,
9,1,54,4,5,8,0,3,3,,,,26:55,2,1,3,9-92,5.6,44,248,8.5,18-28,238,486,0-0,7-15,21,7,33,1,3,,,,Georgia State,home,49,401212547,2020,5,regular,
4,2,47,0,0,2,1,1,0,99,0,6,33:05,3,0,3,11-97,1.9,26,50,4.7,29-52,242,292,1-3,5-17,19,11,28,1,2,55,1,2,East Carolina,away,29,401212547,2020,5,regular,
10,0,50,1,2,9,2,1,3,56,0,3,29:08,1,2,3,8-89,3.8,43,165,9.4,17-29,273,438,0-0,5-14,21,8,13,0,1,16,0,2,Tulsa,away,34,401212531,2020,5,regular,
8,0,46,2,1,2,2,2,1,96,0,5,30:57,1,2,3,18-124,3.7,34,125,6.5,28-51,330,455,1-1,7-18,23,6,0,0,1,14,0,1,UCF,home,26,401212531,2020,5,regular,
7,0,56,4,0,4,1,0,3,22,0,2,27:53,0,2,2,7-60,2.9,26,75,10.3,32-46,474,549,1-1,9-17,21,12,11,0,2,7,0,1,SMU,home,30,401212486,2020,5,regular,
5,0,47,2,0,6,2,0,3,41,0,3,30:42,2,1,3,5-40,5.4,38,205,7.2,28-41,297,502,1-1,10-17,26,9,,,,15,0,2,Memphis,away,27,401212486,2020,5,regular,
6,0,33,3,4,3,1,3,4,34,0,3,41:21,1,2,3,3-31,4.3,51,217,11.1,20-29,322,539,1-1,10-17,25,10,0,0,1,,,,Coastal Carolina,home,52,401215304,2020,5,regular,
11,0,38,1,1,3,2,0,3,79,0,4,17:53,1,1,2,4-31,1.9,19,36,7.9,28-44,349,385,1-3,5-15,15,5,21,0,1,,,,Arkansas State,away,23,401215304,2020,5,regular,
4,1,31,1,4,5,0,4,0,39,0,2,34:53,0,0,0,7-57,6.4,53,340,4.1,3-7,29,369,0-1,9-13,19,5,,,,16,1,2,Georgia Southern,away,35,401215305,2020,5,regular,
2,0,33,1,2,1,0,2,2,70,0,4,25:07,0,0,0,5-45,5.1,18,92,6.1,31-55,334,426,5-5,5-15,24,6,,,,,,,Louisiana Monroe,home,30,401215305,2020,5,regular,
1,0,45,0,3,1,2,2,1,66,0,4,32:06,1,0,1,7-59,4.1,39,160,8.1,17-31,251,411,3-3,2-14,18,8,,,,,,,Florida State,away,26,401234606,2020,6,regular,
9,0,39,4,3,5,0,4,2,90,0,3,27:52,0,2,2,4-28,8.4,42,353,8.0,16-25,201,554,1-2,2-8,25,6,23,0,1,-6,0,1,Notre Dame,home,42,401234606,2020,6,regular,
5,0,34,1,0,5,2,0,2,63,0,3,23:22,1,2,3,10-84,0.0,27,-1,6.0,23-36,215,214,2-3,3-16,12,3,,,,,,,Tennessee,away,21,401237103,2020,6,regular,
6,1,47,5,0,3,2,2,2,42,0,1,36:38,0,2,2,6-70,3.9,50,193,8.7,16-27,235,428,1-2,8-16,24,14,0,0,1,-6,0,3,Georgia,home,44,401237103,2020,6,regular,
2,0,28,1,3,3,1,2,3,,,,27:27,0,1,1,4-52,5.5,37,202,7.5,24-35,264,466,1-1,12-15,30,11,,,,,,,Texas A&M,home,41,401237102,2020,6,regular,
5,0,36,0,4,5,1,1,4,,,,32:32,0,1,1,6-47,3.8,24,90,9.8,23-32,312,402,1-1,6-10,22,8,,,,,,,Florida,away,38,401237102,2020,6,regular,
8,0,35,2,7,1,1,0,1,104,0,5,28:23,1,1,2,2-21,2.3,33,76,6.4,18-27,173,249,0-3,1-11,15,1,,,,16,0,2,Vanderbilt,home,7,401237106,2020,6,regular,
9,0,39,3,0,4,1,3,0,31,0,1,30:28,0,1,1,3-15,7.6,37,283,8.2,16-24,196,479,1-1,6-14,18,11,0,0,1,30,0,3,South Carolina,away,41,401237106,2020,6,regular,
6,0,23,2,3,4,1,0,0,11,0,1,34:49,6,0,6,8-57,1.4,14,20,3.9,45-70,275,295,2-4,3-17,18,0,,,,43,0,5,Mississippi State,away,2,401237104,2020,6,regular,
5,1,42,2,8,7,0,1,1,,,,25:11,0,1,1,3-25,2.6,32,84,3.5,8-21,73,157,0-1,4-14,10,6,89,1,6,,,,Kentucky,home,24,401237104,2020,6,regular,
2,0,45,1,2,2,1,4,2,22,0,2,31:01,0,0,0,6-67,5.0,56,278,13.1,22-29,380,658,4-4,9-17,31,12,,,,,,,Ole Miss,home,48,401237100,2020,6,regular,
7,0,49,2,3,2,0,7,2,67,0,5,28:45,0,1,1,8-76,7.8,39,306,13.0,28-32,417,723,0-0,6-7,37,9,,,,,,,Alabama,away,63,401237100,2020,6,regular,
7,1,47,3,3,4,0,1,1,106,0,4,32:09,0,0,0,7-52,6.3,41,259,6.4,18-29,187,446,0-0,6-15,24,12,,,,30,0,3,Auburn,home,30,401237101,2020,6,regular,
4,0,45,3,0,4,0,0,4,,,,27:44,0,0,0,6-26,2.8,42,119,10.4,21-29,302,421,1-1,6-15,21,4,,,,,,,Arkansas,away,28,401237101,2020,6,regular,
4,0,25,2,4,10,0,2,4,39,0,1,30:39,0,3,3,6-55,5.5,33,180,11.6,29-35,406,586,0-1,5-10,25,9,,,,6,0,3,Missouri,away,45,401237105,2020,6,regular,
8,0,35,1,1,1,3,1,4,,,,29:11,0,0,0,4-30,2.5,20,49,9.0,29-48,430,479,1-2,0-10,20,11,,,,,,,LSU,home,41,401237105,2020,6,regular,
13,0,40,5,3,3,1,2,2,60,0,2,30:14,1,0,1,6-46,2.6,40,105,5.5,25-48,266,371,3-4,4-18,24,6,,,,16,0,1,Pittsburgh,away,30,401234603,2020,6,regular,
6,0,40,1,3,10,0,1,3,18,0,1,29:46,0,1,1,7-69,0.7,41,30,10.2,19-35,358,388,1-1,8-18,20,7,0,0,1,11,0,1,Boston College,home,31,401234603,2020,6,regular,
9,0,56,3,1,3,1,1,0,18,0,1,21:25,3,0,3,16-135,3.6,25,89,4.2,12-29,121,210,1-2,4-15,9,5,,,,,,,Miami,away,17,401234604,2020,6,regular,
11,0,29,5,2,6,0,3,3,,,,38:13,0,1,1,7-75,6.0,43,260,6.6,29-44,292,552,1-1,8-17,34,6,11,0,3,1,0,1,Clemson,home,42,401234604,2020,6,regular,
6,0,31,0,0,6,0,0,3,32,0,2,31:54,3,1,4,7-81,2.8,29,82,5.0,37-64,323,405,3-5,4-18,26,3,0,0,1,2,0,1,Virginia,home,21,401234608,2020,6,regular,
6,1,46,3,0,7,1,2,2,,,,43:06,1,0,1,11-100,4.3,42,179,7.4,11-25,184,363,0-0,3-13,17,8,39,1,3,28,0,2,NC State,away,38,401234608,2020,6,regular,
3,0,46,1,7,6,0,5,3,22,0,1,27:54,0,0,0,9-86,9.3,43,399,11.2,18-23,257,656,0-1,6-10,31,8,,,,,,,North Carolina,home,56,401234607,2020,6,regular,
3,0,33,1,2,2,0,4,2,49,0,2,32:06,0,0,0,3-23,5.4,48,261,8.1,15-29,235,496,1-2,6-14,25,7,,,,4,0,1,Virginia Tech,away,45,401234607,2020,6,regular,
2,0,29,0,2,1,0,2,2,119,0,5,36:38,0,3,3,9-78,5.0,48,242,6.9,19-33,229,471,2-3,9-17,24,3,,,,16,0,1,Louisville,away,27,401234601,2020,6,regular,
8,0,42,3,1,1,3,4,3,15,0,1,23:22,0,0,0,7-55,5.6,34,192,11.7,12-22,258,450,1-1,6-12,19,4,,,,,,,Georgia Tech,home,46,401234601,2020,6,regular,
2,1,83,2,1,5,3,0,2,51,0,3,20:17,0,0,0,5-45,1.2,23,28,8.9,14-29,258,286,0-1,2-12,11,6,2,0,1,2,0,1,Syracuse,home,24,401234605,2020,6,regular,
9,0,38,6,1,1,0,2,2,17,0,1,39:43,1,3,4,2-25,5.8,63,363,7.2,23-39,282,645,0-1,12-17,36,12,,,,5,0,2,Duke,away,38,401234605,2020,6,regular,
5,0,35,1,0,1,0,1,0,40,0,2,30:51,2,0,2,3-30,3.2,46,148,7.8,4-9,70,218,2-3,3-12,10,3,18,0,2,0,0,1,The Citadel,away,9,401240114,2020,6,regular,
8,0,32,3,1,0,0,1,1,,,,29:09,2,0,2,6-39,3.1,50,153,7.5,4-10,75,228,3-4,3-13,16,2,26,0,2,11,0,3,Army,home,14,401240114,2020,6,regular,
7,0,31,2,0,3,0,2,0,20,0,1,31:46,1,0,1,5-38,5.1,37,189,4.0,22-38,153,342,2-3,5-17,20,2,0,0,1,,,,TCU,home,14,401236004,2020,6,regular,
6,1,44,3,2,6,0,1,0,,,,28:14,1,0,1,5-60,4.5,38,172,6.2,8-19,117,289,1-1,3-13,12,7,37,1,1,30,0,2,Kansas State,away,21,401236004,2020,6,regular,
9,0,46,1,1,5,2,4,2,,,,23:56,2,1,3,11-101,4.1,34,141,5.4,30-53,287,428,1-1,6-17,27,9,29,0,1,25,0,2,Texas,away,45,401236005,2020,6,regular,1
10,0,39,6,7,4,1,4,3,28,0,1,36:04,1,2,3,10-106,3.8,55,208,6.2,28-42,261,469,1-1,8-18,30,9,0,0,2,58,0,2,Oklahoma,home,53,401236005,2020,6,regular,4
5,1,54,0,4,3,1,0,1,77,0,5,19:09,0,0,0,3-28,2.6,22,58,6.2,23-34,212,270,1-4,0-10,15,1,,,,13,0,2,Texas Tech,away,15,401236003,2020,6,regular,
4,0,33,2,0,5,0,2,2,66,0,2,40:13,0,1,1,7-41,5.1,42,216,7.0,32-43,302,518,2-2,6-14,29,7,,,,11,0,1,Iowa State,home,31,401236003,2020,6,regular,
4,0,26,1,3,7,1,3,0,80,0,2,33:02,0,0,0,3-35,2.2,42,91,4.3,14-28,119,210,1-1,7-18,16,3,0,0,1,,,,Louisiana Tech,home,21,401207145,2020,6,regular,
13,1,35,4,1,6,0,0,1,159,1,3,26:58,1,1,2,12-128,2.2,27,60,5.3,18-39,206,266,1-2,4-14,14,5,,,,16,0,2,UTEP,away,17,401207145,2020,6,regular,
4,0,43,0,2,2,1,0,2,34,0,1,26:58,1,0,1,9-79,2.6,28,72,8.7,24-33,287,359,1-1,4-13,17,8,,,,4,0,1,UT San Antonio,away,20,401240997,2020,6,regular,
7.5,0,35,0,5,1,0,2,2,42,0,2,32:52,0,1,1,7-55,4.7,38,178,9.7,22-30,292,470,1-2,7-14,22,3,0,0,1,,,,BYU,home,27,401240997,2020,6,regular,
7,0,41,2,3,1,1,0,1,69,0,5,27:49,2,1,3,11-81,3.0,26,78,3.4,16-35,120,198,2-5,1-16,10,1,39,0,1,10,0,1,Louisiana Monroe,away,7,401207215,2020,6,regular,
4,4,28,1,2,3,1,2,0,37,0,2,32:01,1,1,2,7-50,4.6,39,180,7.1,13-31,220,400,1-2,8-17,20,10,5,0,2,107,1,3,Liberty,home,40,401207215,2020,6,regular,
9,0,36,3,5,4,0,4,0,120,0,6,28:14,1,0,1,4-25,6.1,44,270,2.8,8-21,58,328,0-1,8-18,15,4,55,0,2,1,0,1,Florida International,home,28,401207143,2020,6,regular,
7,0,28,5,3,3,0,2,2,,,,31:46,2,0,2,6-55,3.6,38,136,6.4,23-42,268,404,0-0,6-15,23,7,34,0,1,0,0,1,Middle Tennessee,away,31,401207143,2020,6,regular,
2,0,33,2,3,4,0,4,3,29,0,2,37:53,0,0,0,12-75,6.2,47,291,13.4,16-23,308,599,0-0,8-16,24,7,32,0,1,3,0,1,Charlotte,away,49,401207142,2020,6,regular,
