rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,fumblesRecovered,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,interceptionYards,interceptionTDs,passesIntercepted,team,home_away,points,game_id,season,week,season_type
1,20,0,3,3,18,0,2,7,2,2,8,0,40,0,4,0,14,4-13,1-1,332,136,15-21,6.5,196,37,5.3,1-10,1,1,0,25:54,,,,Alabama,home,31,400869056,2016,12,regular
5,21,0,1,3,70,0,4,8,0,,2,0,29,0,1,3,27,7-11,2-2,661,304,19-26,11.7,357,41,8.7,1-10,0,0,0,33:13,,,,Arkansas,away,58,400869062,2016,12,regular
4,,,,2,178,0,10,4,0,,5,0,30,0,3,1,25,5-13,4-4,533,328,23-33,9.9,205,35,5.9,3-22,0,0,0,26:47,,,,Mississippi State,home,42,400869062,2016,12,regular
0,,,,0,71,0,5,0,1,0,6,0,52,0,6,2,9,4-19,0-0,130,103,15-39,2.6,27,24,1.1,6-35,2,0,2,27:29,,,,Alabama A&M,away,0,400869057,2016,12,regular
6,32,0,3,1,,,,13,0,1,8,0,33,2,9,8,28,6-14,1-2,598,147,14-20,7.3,451,59,7.6,5-50,1,1,0,32:31,7,0,2,Auburn,home,55,400869057,2016,12,regular
1,-3,0,1,2,57,0,5,9,3,3,7,0,43,3,2,6,16,6-15,0-0,286,268,25-32,8.4,18,31,0.6,5-48,1,1,0,32:30,0,0,1,Central Michigan,home,27,400869331,2016,12,regular
1,0,0,1,1,112,0,6,8,1,3,9,0,43,1,1,3,19,7-18,0-3,357,208,16-36,5.8,149,36,4.1,2-20,4,3,1,27:30,,,,Ohio,away,20,400869331,2016,12,regular
4,2,0,2,2,32,0,2,6,0,2,6,0,28,4,2,4,35,11-17,0-0,597,177,12-24,7.4,420,66,6.4,4-40,3,1,2,40:30,,,,Bowling Green,home,42,400869330,2016,12,regular
0,-4,0,1,1,74,0,5,1,1,1,8,0,47,0,1,6,10,3-12,0-0,254,245,15-28,8.8,9,22,0.4,8-58,0,0,0,19:30,33,0,2,Kent State,away,7,400869330,2016,12,regular
0,0,0,2,2,74,0,4,7,0,1,9,0,47,0,3,2,23,11-19,0-1,393,260,33-49,5.3,133,32,4.2,4-45,1,1,0,32:27,0,0,1,Ball State,away,19,400869332,2016,12,regular
0,63,1,1,3,64,0,3,13,1,0,3,1,47,0,4,6,23,8-15,0-1,504,325,25-39,8.3,179,32,5.6,4-34,1,0,1,27:33,,,,Toledo,home,37,400869332,2016,12,regular
0,,,,0,85,0,4,,1,2,4,0,46,0,1,2,13,2-12,0-0,268,140,12-22,6.4,128,30,4.3,4-32,1,1,0,25:24,,,,Buffalo,away,0,400869334,2016,12,regular
1,3,0,2,4,21,0,1,8,1,5,6,0,39,2,0,1,29,6-12,0-1,626,445,29-37,12.0,181,34,5.3,3-20,1,1,0,34:36,,,,Western Michigan,home,38,400869334,2016,12,regular
3,,,,1,83,0,4,7,0,1,2,0,43,1,4,6,20,10-20,0-0,485,161,11-25,6.4,324,52,6.2,9-95,1,0,1,26:02,36,0,2,Northern Illinois,away,31,400869333,2016,12,regular
2,,,,1,77,0,5,6,0,1,5,0,34,0,2,5,32,9-18,0-1,475,184,17-38,4.8,291,56,5.2,7-68,2,0,2,33:58,17,0,1,Eastern Michigan,home,24,400869333,2016,12,regular
0,64,0,2,2,97,0,4,2,3,0,5,0,51,2,2,2,13,4-17,0-2,233,196,16-37,5.3,37,35,1.1,10-77,2,0,2,25:17,1,0,1,Syracuse,home,14,400869493,2016,12,regular
4,-1,0,6,2,,,,9,0,3,10,0,46,8,1,0,34,5-10,0-0,654,320,19-31,10.3,334,45,7.4,9-85,4,3,1,34:43,7,0,2,Florida State,away,45,400869493,2016,12,regular
0,,,,0,61,0,4,,0,1,7,0,61,2,0,2,8,4-12,0-1,121,127,13-30,4.2,-6,17,-0.4,6-46,4,1,3,19:54,,,,Connecticut,away,0,400869490,2016,12,regular
1,45,0,3,1,,,,12,1,0,7,1,30,4,0,5,16,7-17,2-3,337,183,14-19,9.6,154,52,3.0,9-73,0,0,0,40:06,18,1,3,Boston College,home,30,400869490,2016,12,regular
1,-2,0,1,0,62,0,3,7,1,0,4,0,42,0,3,4,9,2-15,0-0,197,126,7-18,7.0,71,36,2.0,5-44,0,0,0,28:19,,,,Wake Forest,home,13,400869491,2016,12,regular
4,23,0,5,1,38,0,2,5,0,2,8,0,36,4,1,3,21,7-15,2-4,456,202,23-33,6.1,254,42,6.0,6-33,1,1,0,31:41,,,,Clemson,away,35,400869491,2016,12,regular
3,5,0,1,0,71,0,3,9,1,0,4,0,39,0,1,6,24,5-14,0-0,415,286,22-38,7.5,129,32,4.0,6-45,0,0,0,28:33,0,0,1,Miami,away,27,400869495,2016,12,regular
1,31,0,2,0,47,0,2,7,0,1,5,0,36,2,2,6,18,5-17,3-4,329,210,20-44,4.8,119,29,4.1,4-51,2,1,1,31:27,,,,NC State,home,13,400869495,2016,12,regular
1,26,0,1,1,58,0,4,5,0,1,3,0,29,0,0,2,25,7-17,1-2,409,220,27-46,4.8,189,42,4.5,4-30,3,0,3,38:37,,,,Virginia,away,17,400869494,2016,12,regular
2,2,0,1,1,25,0,1,7,0,3,3,1,58,3,0,6,8,2-10,0-2,321,122,5-10,12.2,199,31,6.4,4-50,0,0,0,21:23,59,1,3,Georgia Tech,home,31,400869494,2016,12,regular
1,2,0,1,0,17,0,1,1,0,5,5,0,28,0,2,1,21,8-17,1-2,371,27,3-8,3.4,344,72,4.8,4-34,4,3,1,42:25,,,,The Citadel,away,7,400869496,2016,12,regular
0,25,0,2,3,111,1,2,11,0,1,5,2,53,1,0,0,15,1-8,0-0,356,193,12-21,9.2,163,26,6.3,6-61,0,0,0,17:35,58,1,1,North Carolina,home,41,400869496,2016,12,regular
4,65,1,1,3,14,0,1,8,2,0,9,1,44,5,7,5,18,9-13,0-0,461,237,11-18,13.2,224,40,5.6,7-55,1,0,1,29:23,,,,Pittsburgh,home,56,400869492,2016,12,regular
0,12,0,1,1,198,0,9,2,0,2,3,1,29,1,4,1,18,4-14,2-3,268,243,28-46,5.3,25,22,1.1,6-45,2,2,0,30:37,36,1,1,Duke,away,14,400869492,2016,12,regular
0,,,,0,87,0,9,3,2,1,5,0,50,2,0,0,8,3-16,0-2,124,96,11-26,3.7,28,34,0.8,4-36,0,0,0,28:30,,,,Morgan State,away,3,400868920,2016,12,regular
7,1,0,4,1,13,0,2,8,0,3,12,0,37,6,0,3,28,8-12,0-0,561,57,3-8,7.1,504,60,8.4,4-25,2,2,0,31:30,,,,Army,home,60,400868920,2016,12,regular
0,-8,0,2,1,50,0,3,0,1,1,5,0,39,2,2,5,18,6-16,1-4,343,198,20-33,6.0,145,39,3.7,4-49,2,0,2,29:29,,,,TCU,home,6,400869623,2016,12,regular
3,-5,0,1,1,33,0,2,7,0,2,8,0,42,2,0,2,28,9-16,0-1,541,207,17-35,5.9,334,45,7.4,6-42,1,1,0,30:31,0,0,2,Oklahoma State,away,31,400869623,2016,12,regular
0,,,,3,34,0,2,3,2,3,8,0,53,3,4,1,22,7-17,1-1,368,258,27-46,5.6,110,33,3.3,9-84,4,1,3,23:59,,,,Baylor,home,21,400868884,2016,12,regular
6,5,0,2,0,130,0,4,6,1,3,7,0,45,4,6,7,25,7-14,1-1,414,177,16-25,7.1,237,51,4.6,8-85,2,2,0,36:01,73,0,3,Kansas State,away,42,400868884,2016,12,regular
2,6,0,1,2,102,0,5,4,0,3,3,0,59,0,0,1,22,5-13,0-2,579,191,12-27,7.1,388,38,10.2,7-91,4,3,1,20:06,0,0,1,West Virginia,home,28,400869617,2016,12,regular
5,,,,2,56,0,4,6,3,1,4,1,40,1,0,2,27,8-16,1-1,485,169,9-15,11.3,316,64,4.9,6-72,1,0,1,39:54,80,1,1,Oklahoma,away,56,400869617,2016,12,regular
1,-5,0,2,0,51,0,3,10,3,2,8,1,74,4,0,4,15,3-17,0-2,332,220,21-42,5.2,112,39,2.9,9-85,2,1,1,26:58,95,1,3,Kansas,home,24,400869603,2016,12,regular
2,12,0,4,1,60,0,4,3,1,3,6,0,56,2,1,8,22,3-17,2-3,403,165,17-27,6.1,238,63,3.8,7-65,6,3,3,33:02,4,0,1,Texas,away,21,400869603,2016,12,regular
0,-4,0,1,1,86,0,5,4,0,1,1,0,36,0,2,1,17,4-14,0-2,306,222,19-39,5.7,84,30,2.8,2-7,3,1,2,27:06,,,,Texas Tech,away,10,400869595,2016,12,regular
6,,,,2,11,0,1,12,1,1,7,1,34,2,9,9,25,10-13,0-0,608,336,17-22,15.3,272,43,6.3,2-25,0,0,0,32:54,48,1,2,Iowa State,home,66,400869595,2016,12,regular
0,,,,1,16,0,1,4,1,2,8,0,33,2,3,4,15,6-17,2-3,252,204,18-31,6.6,48,37,1.3,3-35,1,1,0,31:14,,,,UT San Antonio,away,10,400869065,2016,12,regular
1,1,0,1,1,50,0,3,11,1,1,8,0,39,6,2,4,23,7-15,1-1,431,248,19-32,7.8,183,38,4.8,2-15,1,1,0,28:46,,,,Texas A&M,home,23,400869065,2016,12,regular
3,,,,1,128,0,6,8,1,1,5,0,47,0,0,5,22,5-16,3-4,341,127,13-27,4.7,214,50,4.3,1-10,1,1,0,32:43,43,0,1,Nevada,home,38,400869249,2016,12,regular
4,2,0,4,0,57,0,4,13,1,1,6,0,52,2,0,4,21,5-13,0-0,523,127,10-18,7.1,396,50,7.9,8-61,2,1,1,27:17,,,,Utah State,away,37,400869249,2016,12,regular
2,,,,1,86,0,5,5,1,0,4,0,47,1,0,3,17,6-15,2-2,302,113,10-20,5.7,189,44,4.3,6-54,0,0,0,31:33,,,,UNLV,away,25,400869246,2016,12,regular
6,81,0,2,0,105,0,4,6,0,4,6,0,42,0,0,3,22,7-12,1-1,380,109,10-21,5.2,271,47,5.8,1-10,1,1,0,28:27,,,,Boise State,home,42,400869246,2016,12,regular
2,5,0,1,2,77,0,4,7,0,1,4,0,31,1,0,1,19,4-12,2-2,366,81,6-16,5.1,285,48,5.9,8-68,0,0,0,33:59,,,,New Mexico,away,31,400869248,2016,12,regular
5,9,0,2,2,,,,7,0,1,4,0,37,1,4,6,23,1-4,0-0,576,164,9-10,16.4,412,42,9.8,8-70,0,0,0,26:01,,,,Colorado State,home,49,400869248,2016,12,regular
0,6,0,1,2,194,2,4,9,0,1,3,2,41,2,0,4,17,5-13,0-0,389,211,15-27,7.8,178,31,5.7,7-53,1,1,0,23:17,0,0,1,San Diego State,away,33,400869250,2016,12,regular
2,-1,0,3,2,24,0,1,10,1,1,6,0,30,4,0,3,29,9-17,2-2,487,282,16-31,9.1,205,53,3.9,2-20,1,0,1,36:43,,,,Wyoming,home,34,400869250,2016,12,regular
3,,,,2,15,0,3,6,2,1,3,0,47,1,1,0,28,7-12,2-2,457,340,25-37,9.2,117,41,2.9,7-41,3,1,2,29:56,50,0,1,San José State,home,38,400869247,2016,12,regular
4,34,0,2,1,44,0,2,11,1,1,8,0,45,5,3,0,27,5-10,1-1,491,33,3-7,4.7,458,63,7.3,7-85,2,1,1,30:04,33,0,2,Air Force,away,41,400869247,2016,12,regular
2,,,,0,40,0,2,2,0,,6,0,56,1,0,0,11,1-11,1-1,276,227,20-31,7.3,49,23,2.1,11-89,1,0,1,26:08,,,,Hawai'i,away,14,400869251,2016,12,regular
1,9,0,4,0,42,0,2,7,0,1,5,0,32,2,0,4,20,11-21,0-0,322,108,13-23,4.7,214,52,4.1,7-64,0,0,0,33:52,0,0,1,Fresno State,home,13,400869251,2016,12,regular
1,20,0,5,3,6,0,1,10,3,2,12,0,47,11,9,5,21,5-17,1-2,362,298,27-46,6.5,64,33,1.9,1-5,0,0,0,28:29,,,,Houston,home,36,400869562,2016,12,regular
0,,,,1,37,0,3,4,0,3,5,0,43,1,5,2,18,8-21,2-4,312,211,20-43,4.9,101,40,2.5,15-114,3,3,0,31:31,,,,Louisville,away,10,400869562,2016,12,regular
1,-3,0,2,1,17,0,1,4,1,1,5,0,25,3,7,2,13,3-12,1-1,334,127,8-21,6.0,207,35,5.9,6-60,2,0,2,29:07,,,,Michigan State,home,16,400869649,2016,12,regular
1,12,0,2,1,56,0,3,5,0,2,6,0,26,2,6,2,16,7-17,0-0,310,86,10-22,3.9,224,45,5.0,4-40,1,1,0,30:53,0,0,2,Ohio State,away,17,400869649,2016,12,regular
3,16,0,2,1,37,0,2,4,0,1,8,0,26,5,4,7,27,8-17,2-3,401,220,23-37,5.9,181,45,4.0,2-20,0,0,0,39:00,,,,Nebraska,home,28,400869697,2016,12,regular
0,5,0,3,1,122,0,5,1,0,5,8,0,46,3,3,1,9,4-15,1-3,207,196,15-31,6.3,11,25,0.4,5-65,0,0,0,21:00,,,,Maryland,away,7,400869697,2016,12,regular
3,20,0,1,1,12,0,1,15,0,1,11,0,33,3,4,3,25,10-19,1-2,549,210,17-33,6.4,339,49,6.9,3-15,1,1,0,35:11,,,,Penn State,away,39,400869641,2016,12,regular
0,14,0,2,0,97,0,5,0,1,3,1,0,42,1,8,5,5,1-14,0-0,87,48,7-17,2.8,39,33,1.2,6-50,0,0,0,24:49,,,,Rutgers,home,0,400869641,2016,12,regular
1,7,0,2,0,,,,4,0,1,8,0,45,2,2,3,15,5-15,0-0,255,191,14-30,6.4,64,36,1.8,4-35,0,0,0,25:39,,,,Indiana,away,10,400869695,2016,12,regular
2,29,0,4,0,26,0,2,8,0,2,12,0,34,3,1,8,15,3-15,3-4,284,59,7-16,3.7,225,50,4.5,5-40,0,0,0,34:21,,,,Michigan,home,20,400869695,2016,12,regular
0,,,,2,37,0,2,8,1,0,8,0,46,2,0,0,16,3-10,1-1,293,222,15-31,7.2,71,22,3.2,4-20,3,0,3,21:33,,,,Purdue,home,20,400869698,2016,12,regular
4,2,0,3,2,89,0,6,7,0,4,7,1,30,4,0,1,23,9-15,2-2,412,191,12-15,12.7,221,56,3.9,8-69,1,1,0,38:27,17,1,3,Wisconsin,away,49,400869698,2016,12,regular
1,5,0,1,1,55,0,3,0,1,2,7,0,34,1,0,2,21,2-15,1-4,339,276,28-45,6.1,63,33,1.9,3-20,2,2,0,30:35,0,0,1,Northwestern,away,12,400869696,2016,12,regular
2,0,0,2,1,65,0,3,11,2,1,12,0,44,7,0,7,15,4-13,0-0,328,197,14-25,7.9,131,40,3.3,6-50,2,1,1,29:25,,,,Minnesota,home,29,400869696,2016,12,regular
0,7,0,1,0,39,0,3,,1,2,4,0,27,0,3,3,10,6-19,1-3,198,137,19-41,3.3,61,24,2.5,2-10,2,1,1,27:39,0,0,1,Illinois,home,0,400869694,2016,12,regular
3,72,1,2,0,,,,4,1,2,7,1,29,2,1,3,16,4-13,0-2,342,80,9-17,4.7,262,49,5.3,5-40,2,1,1,32:21,0,0,1,Iowa,away,28,400869694,2016,12,regular
4,3,0,2,1,65,0,2,15,1,2,8,1,38,5,4,2,27,10-18,1-1,431,184,20-34,5.4,247,49,5.0,5-64,1,1,0,35:18,39,1,2,BYU,home,51,400868932,2016,12,regular
0,3,0,2,1,172,0,9,3,0,5,6,0,53,1,1,2,14,3-11,0-2,328,288,27-40,7.2,40,20,2.0,9-94,4,2,2,24:42,,,,UMass,away,9,400868932,2016,12,regular
2,13,0,5,3,22,0,1,8,0,1,4,1,28,2,3,6,27,4-10,0-0,482,246,21-28,8.8,236,44,5.4,3-17,2,1,1,34:02,23,1,1,Rice,home,44,400869414,2016,12,regular
0,2,0,2,2,51,0,4,6,1,0,2,0,41,2,1,1,13,3-12,0-1,232,169,19-34,5.0,63,18,3.5,5-51,1,0,1,25:58,0,0,1,UTEP,away,24,400869414,2016,12,regular
2,0,0,1,1,11,0,1,4,1,1,8,0,43,3,0,6,24,5-12,0-1,453,235,20-30,7.8,218,37,5.9,3-30,1,1,0,29:43,,,,Utah,home,28,400869165,2016,12,regular
1,18,0,5,3,16,0,1,6,1,2,5,0,36,2,0,8,27,9-18,1-2,575,324,30-43,7.5,251,43,5.8,5-37,1,1,0,30:17,,,,Oregon,away,30,400869165,2016,12,regular
2,14,0,3,2,59,0,3,7,0,,5,0,31,1,0,4,27,9-17,0-0,483,393,34-57,6.9,90,24,3.8,4-45,0,0,0,24:14,,,,California,home,31,400869166,2016,12,regular
4,11,0,1,2,44,0,5,9,0,1,5,0,43,0,4,5,24,8-14,0-0,555,198,13-23,8.6,357,50,7.1,7-50,0,0,0,35:46,,,,Stanford,away,45,400869166,2016,12,regular
0,1,0,1,2,65,0,4,4,0,1,4,0,40,0,0,5,14,1-14,2-2,245,230,21-33,7.0,15,27,0.6,9-66,2,1,1,27:50,72,0,2,Arizona State,away,18,400869162,2016,12,regular
2,23,0,3,2,45,1,1,14,1,0,8,1,37,6,0,4,26,4-12,0-1,539,338,27-44,7.7,201,33,6.1,7-70,2,0,2,32:10,0,0,1,Washington,home,44,400869162,2016,12,regular
1,4,0,1,1,49,0,3,5,1,1,3,0,44,1,0,1,23,10-15,1-2,350,188,16-31,6.1,162,40,4.1,3-29,1,0,1,24:24,,,,Arizona,away,17,400869161,2016,12,regular
1,,,,5,25,0,2,6,0,1,6,0,45,2,2,2,26,9-12,1-2,475,265,16-19,13.9,210,46,4.6,5-49,1,1,0,35:36,0,0,1,Oregon State,home,42,400869161,2016,12,regular
5,3,0,1,0,40,0,2,8,1,2,1,0,44,1,2,9,31,13-21,0-3,603,345,27-41,8.4,258,59,4.4,9-75,1,1,0,33:41,2,0,1,Colorado,home,38,400869164,2016,12,regular
0,,,,3,58,0,3,6,1,1,3,0,74,1,2,5,21,4-15,2-4,462,325,26-53,6.1,137,22,6.2,5-35,2,1,1,26:19,,,,Washington State,away,24,400869164,2016,12,regular
0,,,,2,116,0,6,2,0,2,5,0,69,1,0,5,10,2-11,0-1,266,211,16-32,6.6,55,19,2.9,3-44,0,0,0,16:13,55,0,2,UCLA,home,14,400869163,2016,12,regular
2,16,0,1,2,46,0,2,12,0,2,3,0,34,0,0,4,31,12-21,2-2,527,267,25-37,7.2,260,58,4.5,7-39,2,0,2,43:47,,,,USC,away,36,400869163,2016,12,regular
3,0,0,3,1,105,0,4,5,0,,6,0,37,0,5,6,22,4-20,2-6,403,239,22-50,4.8,164,45,3.6,8-85,0,0,0,33:32,5,0,2,Charlotte,home,31,400869410,2016,12,regular
1,13,0,2,4,49,0,4,8,0,1,6,0,39,2,7,11,21,4-15,0-1,471,250,26-44,5.7,221,30,7.4,8-90,2,0,2,26:28,,,,Middle Tennessee,away,38,400869410,2016,12,regular
0,7,0,1,5,21,0,1,10,0,,3,0,30,1,2,4,31,5-13,3-3,623,416,26-36,11.6,207,43,4.8,3-15,0,0,0,35:08,,,,Old Dominion,away,42,400869412,2016,12,regular
3,,,,0,124,0,7,6,0,,3,0,30,1,5,2,16,6-14,1-3,363,219,15-28,7.8,144,34,4.2,8-62,0,0,0,24:52,,,,Florida Atlantic,home,24,400869412,2016,12,regular
0,11,0,1,2,101,0,5,2,0,,4,0,44,2,3,0,24,6-13,1-1,379,301,29-42,7.2,78,26,3.0,5-55,2,0,2,28:48,39,0,2,Marshall,away,14,400869411,2016,12,regular
3,,,,1,18,0,1,7,0,,6,0,42,3,0,4,26,4-10,1-2,516,257,18-25,10.3,259,41,6.3,5-45,2,0,2,31:12,1,0,2,Florida International,home,31,400869411,2016,12,regular
3,,,,0,52,0,3,5,2,2,6,0,31,1,2,1,19,3-13,1-3,380,182,11-27,6.7,198,44,4.5,9-79,4,1,3,33:25,4,0,1,Southern Mississippi,away,23,400869413,2016,12,regular
1,-1,0,2,2,39,0,5,9,1,3,12,0,37,4,1,1,18,2-11,0-0,378,267,14-29,9.2,111,29,3.8,12-95,3,2,1,26:35,55,0,3,North Texas,home,29,400869413,2016,12,regular
0,,,,0,86,0,5,,0,2,9,0,56,0,0,2,8,1-10,0-0,142,24,4-13,1.8,118,33,3.6,6-50,2,2,0,19:54,,,,Tulane,home,0,400869566,2016,12,regular
2,0,0,1,2,25,0,1,7,0,1,7,0,36,1,0,2,26,13-21,0-2,533,337,18-33,10.2,196,48,4.1,7-55,0,0,0,40:06,,,,Temple,away,31,400869566,2016,12,regular
0,2,0,2,3,91,0,6,9,1,2,7,0,38,0,1,0,28,8-17,0-1,578,423,26-42,10.1,155,47,3.3,4-24,3,1,2,36:11,4,0,1,SMU,home,27,400869565,2016,12,regular
2,18,0,2,3,134,0,6,5,1,1,7,0,58,2,1,1,16,2-12,1-1,473,195,7-15,13.0,278,43,6.5,7-55,2,1,1,23:49,24,0,2,South Florida,away,35,400869565,2016,12,regular
2,35,0,2,2,28,0,2,10,1,1,8,0,39,4,1,0,20,8-16,1-2,331,159,16-20,7.9,172,53,3.2,5-45,1,1,0,33:15,29,0,2,Memphis,away,34,400869563,2016,12,regular
0,20,0,1,1,21,0,2,1,1,1,10,0,44,1,1,3,17,5-14,1-2,244,144,23-34,4.2,100,35,2.9,5-52,3,1,2,26:45,,,,Cincinnati,home,7,400869563,2016,12,regular
9,37,0,3,0,108,0,5,12,1,0,1,0,26,0,1,2,28,7-10,0-0,593,113,3-5,22.6,480,68,7.1,4-40,0,0,0,36:38,,,,Navy,away,66,400922541,2016,12,regular
1,,,,3,54,0,7,7,0,3,1,0,51,0,0,0,12,6-12,0-1,414,238,16-25,9.5,176,25,7.0,1-5,1,1,0,23:22,,,,East Carolina,home,31,400922541,2016,12,regular
3,2,0,1,2,,,,5,2,0,10,0,50,0,6,6,21,3-17,2-3,474,126,12-25,5.0,348,56,6.2,3-26,1,0,1,32:43,,,,Tulsa,away,35,400869564,2016,12,regular
1,17,0,3,0,120,0,4,6,0,2,7,1,44,1,1,5,16,8-24,2-4,321,233,25-52,4.5,88,33,2.7,5-30,2,2,0,27:17,28,1,1,UCF,home,20,400869564,2016,12,regular
0,21,0,2,0,55,0,5,3,0,3,8,0,60,1,1,6,17,3-13,0-2,262,207,20-39,5.3,55,24,2.3,3-16,5,3,2,23:43,,,,Troy,home,3,400869847,2016,12,regular
3,1,0,4,1,45,0,2,5,3,,9,1,45,2,3,4,19,8-18,2-2,388,180,14-26,6.9,208,51,4.1,9-57,0,0,0,36:17,-1,0,2,Arkansas State,away,35,400869847,2016,12,regular
4,,,,2,43,0,4,6,0,1,2,0,39,2,5,3,27,5-11,1-3,637,208,14-22,9.5,429,47,9.1,6-65,0,0,0,32:16,0,0,1,Appalachian State,home,42,400869848,2016,12,regular
2,,,,0,112,0,4,5,0,,2,0,43,1,1,1,22,10-18,0-2,361,136,13-32,4.3,225,44,5.1,5-50,1,0,1,27:44,,,,Louisiana Monroe,away,17,400869848,2016,12,regular
0,,,,0,64,0,4,1,1,2,0,0,23,0,0,1,18,4-16,1-2,275,78,11-24,3.3,197,46,4.3,6-60,2,1,1,35:43,,,,Presbyterian College,away,7,400925661,2016,12,regular
3,7,0,4,0,21,0,1,7,1,4,3,1,29,1,0,3,17,3-11,1-1,418,167,15-28,6.0,251,35,7.2,3-25,1,1,0,24:17,30,1,1,South Alabama,home,31,400925661,2016,12,regular
2,68,0,4,0,101,0,5,6,0,2,5,0,33,1,0,2,19,6-14,1-2,363,122,14-26,4.7,241,46,5.2,11-78,2,2,0,32:44,,,,Georgia Southern,away,24,400869849,2016,12,regular
2,,,,2,,,,6,2,0,3,0,50,1,0,2,20,7-16,0-0,391,318,21-39,8.2,73,27,2.7,5-49,0,0,0,27:16,,,,Georgia State,home,30,400869849,2016,12,regular
3,11,0,5,1,,,,13,0,1,7,0,25,2,4,2,22,6-16,3-5,604,220,20-28,7.9,384,48,8.0,6-53,1,1,0,37:42,0,0,2,Appalachian State,away,37,400869851,2016,13,regular
0,,,,1,,,,1,1,0,5,0,30,1,2,0,10,2-12,0-2,240,92,12-27,3.4,148,28,5.3,2-15,2,0,2,22:18,,,,New Mexico State,home,7,400869851,2016,13,regular
1,1,0,1,3,21,0,1,7,0,3,5,0,50,1,2,3,25,8-17,1-2,469,326,25-45,7.2,143,35,4.1,10-73,2,0,2,29:02,-11,0,3,South Alabama,away,31,400869853,2016,13,regular
3,10,0,1,2,96,0,5,8,0,1,6,0,53,3,4,4,27,6-10,0-0,407,231,17-34,6.8,176,35,5.0,4-45,3,0,3,30:58,13,0,2,Idaho,home,38,400869853,2016,13,regular
1,66,1,3,2,163,1,5,9,1,1,7,2,37,6,1,4,23,5-12,0-0,412,205,19-30,6.8,207,38,5.4,7-65,1,1,0,31:03,33,1,1,USC,home,45,400868956,2016,13,regular
1,14,0,3,3,74,0,4,3,1,1,5,0,45,0,0,4,23,5-17,2-2,408,254,21-39,6.5,154,37,4.2,6-54,2,1,1,28:57,,,,Notre Dame,away,27,400868956,2016,13,regular
4,,,,0,35,0,2,4,0,2,2,0,23,0,0,4,15,3-8,0-1,390,164,6-10,16.4,226,42,5.4,4-45,2,1,1,25:27,0,0,2,Georgia Tech,away,28,400869070,2016,13,regular
2,,,,1,16,0,1,9,1,0,6,0,25,1,0,1,22,8-15,1-1,402,139,14-28,5.0,263,42,6.3,2-15,2,0,2,34:33,-4,0,1,Georgia,home,27,400869070,2016,13,regular
3,-2,0,3,1,36,0,1,7,2,2,9,0,36,6,3,5,18,11-17,0-0,387,138,15-26,5.3,249,40,6.2,3-35,3,2,1,32:01,,,,Florida State,home,31,400869069,2016,13,regular
0,2,0,1,0,29,0,2,7,2,3,5,0,33,0,2,7,14,0-12,2-3,207,149,19-35,4.3,58,29,2.0,4-44,2,2,0,27:59,15,0,1,Florida,away,13,400869069,2016,13,regular
4,,,,2,105,0,5,9,2,0,6,0,61,2,1,2,27,8-14,0-1,608,416,21-35,11.9,192,38,5.1,4-30,1,0,1,31:31,,,,Vanderbilt,home,45,400869075,2016,13,regular
2,,,,2,162,0,7,10,0,3,8,0,52,1,7,3,27,5-11,0-1,516,340,31-34,10.0,176,33,5.3,4-35,2,2,0,28:29,0,0,1,Tennessee,away,34,400869075,2016,13,regular
2,32,0,2,6,20,0,1,8,0,,8,0,27,3,2,6,40,10-15,2-2,622,372,30-36,10.3,250,53,4.7,7-75,1,0,1,34:14,0,0,1,Clemson,home,56,400869074,2016,13,regular
0,,,,1,139,0,7,1,0,2,5,0,52,1,1,1,14,4-13,0-2,218,107,14-29,3.7,111,29,3.8,5-54,1,0,1,25:46,0,0,1,South Carolina,away,7,400869074,2016,13,regular
3,6,0,2,2,146,0,7,8,1,1,4,0,46,0,2,3,26,7-12,1-1,561,281,16-25,11.2,280,46,6.1,4-48,4,1,3,27:30,18,0,1,Louisville,home,38,400869071,2016,13,regular
2,,,,3,118,0,6,11,1,1,8,0,51,3,0,1,24,10-18,1-1,581,352,17-29,12.1,229,43,5.3,4-41,2,1,1,32:30,8,0,3,Kentucky,away,41,400869071,2016,13,regular
0,58,0,1,0,34,0,2,12,0,,9,0,61,0,4,1,7,2-12,0-1,182,116,7-19,6.1,66,26,2.5,4-19,1,0,1,19:31,29,0,2,Auburn,away,12,400869068,2016,13,regular
1,0,0,2,2,62,0,3,12,0,4,7,0,23,1,7,5,26,8-16,2-2,501,298,28-37,8.1,203,44,4.6,4-28,2,0,2,40:29,0,0,1,Alabama,home,30,400869068,2016,13,regular
4,,,,3,83,0,4,7,0,2,7,1,49,3,1,4,23,8-13,1-1,566,109,8-17,6.4,457,47,9.7,6-55,1,1,0,28:37,74,1,2,Mississippi State,away,55,400869072,2016,13,regular
0,,,,2,146,0,7,8,1,0,1,0,29,1,2,2,31,5-15,1-4,528,320,27-48,6.7,208,38,5.5,3-20,2,0,2,31:23,,,,Ole Miss,home,20,400869072,2016,13,regular
