fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickingPoints,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,interceptionYards,interceptionTDs,passesIntercepted,team,home_away,points,game_id,season,week,season_type
0,1,13,0,3,4,4,18,5-11,0-2,469,422,22-42,9.8,58,15,3.9,0-0,4,0,4,12:38,17,0,1,Oregon State,away,34,242540068,2004,3,regular
3,0,57,1,7,0,8,6,3-17,0-0,125,94,12-24,3.3,47,37,1.3,0-0,4,3,1,17:00,51,1,1,Colorado,away,20,242550265,2004,3,regular
3,0,61,0,7,1,6,20,7-23,0-1,402,452,19-52,7.4,15,40,0.4,0-0,4,3,1,19:38,0,0,1,Washington State,home,12,242550265,2004,3,regular
2,0,0,0,5,0,5,11,3-18,0-0,231,124,16-32,3.8,109,39,2.8,0-0,3,1,2,17:38,41,0,1,Buffalo,home,17,242552084,2004,3,regular
1,2,84,1,8,0,13,12,4-16,0-0,275,97,9-24,3.5,191,48,4.0,0-0,3,2,1,18:02,22,1,2,Syracuse,away,37,242552084,2004,3,regular
0,0,49,0,3,0,3,14,2-17,0-2,290,230,22-51,4.0,88,26,3.4,0-0,3,1,2,16:48,0,0,1,Ohio,away,3,242550221,2004,3,regular
1,1,54,0,8,1,6,13,2-15,0-0,217,79,6-19,2.6,168,47,3.6,0-0,1,0,1,19:51,54,1,2,Pittsburgh,home,24,242550221,2004,3,regular
1,0,,,,5,5,22,0-0,0-0,451,376,30-40,9.6,66,31,2.1,16-122,2,1,1,16:17,,,,New Hampshire,away,35,242550164,2004,3,regular
1,1,11,0,4,2,6,25,6-18,0-1,357,340,30-50,6.1,50,36,1.4,0-0,2,1,1,19:59,0,0,1,Rutgers,home,24,242550164,2004,3,regular
2,1,21,0,2,1,,23,8-17,0-1,299,137,13-25,5.2,169,46,3.7,0-0,0,0,0,19:09,,,,UCF,home,20,242552116,2004,3,regular
0,2,75,0,3,4,9,27,4-7,0-0,460,225,14-18,12.5,235,45,5.2,0-0,2,2,0,17:38,,,,West Virginia,away,45,242552116,2004,3,regular
1,0,2,0,3,1,1,21,3-9,0-1,327,261,23-41,6.2,73,21,3.5,0-0,5,1,4,15:17,,,,Penn State,away,7,242550103,2004,3,regular
1,0,0,0,1,3,3,18,7-19,2-2,328,204,23-31,6.4,129,40,3.2,0-0,1,1,0,21:24,36,0,4,Boston College,home,21,242550103,2004,3,regular
3,1,35,0,6,1,4,16,4-17,0-1,364,255,20-36,7.1,109,32,3.4,0-0,3,2,1,18:56,1,0,2,Miami,home,16,242542390,2004,3,regular
2,0,9,0,3,0,4,10,4-15,0-0,165,131,12-28,3.9,57,35,1.6,0-0,5,3,2,17:45,-3,0,1,Florida State,away,10,242542390,2004,3,regular
2,0,,,,1,9,11,6-17,0-0,239,150,12-28,5.1,97,33,2.9,0-0,1,0,1,15:09,92,1,3,Southern Mississippi,away,21,242550158,2004,3,regular
0,0,10,0,4,2,5,26,7-17,1-4,476,202,22-42,4.8,274,46,6.0,0-0,5,2,3,21:31,16,0,1,Nebraska,home,17,242550158,2004,3,regular
0,4,46,0,5,2,9,18,6-16,2-2,400,245,17-30,8.1,156,48,3.3,0-0,3,0,3,19:48,71,0,2,Fresno State,away,45,242552306,2004,3,regular
0,0,5,0,2,2,3,11,2-13,1-2,180,133,8-23,5.3,59,33,1.8,0-0,2,0,2,16:52,42,1,3,Kansas State,home,21,242552306,2004,3,regular
1,1,39,0,6,2,6,14,2-12,0-1,293,153,8-21,5.8,172,41,4.2,0-0,3,0,3,16:18,8,0,2,Troy,home,24,242532653,2004,3,regular
0,1,10,0,4,1,2,21,7-18,0-2,336,240,25-46,4.9,112,36,3.1,0-0,3,1,2,20:01,26,0,3,Missouri,away,14,242532653,2004,3,regular
1,0,,,,2,2,11,3-17,2-4,298,250,17-35,6.7,64,37,1.7,0-0,5,3,2,17:22,0,0,1,Toledo,away,14,242552305,2004,3,regular
3,2,31,0,4,4,9,23,7-14,1-2,501,327,25-36,9.1,174,41,4.2,0-0,2,1,1,19:19,26,0,2,Kansas,home,63,242552305,2004,3,regular
0,1,24,0,8,,8,18,8-17,0-1,458,283,14-29,9.8,175,45,3.9,0-0,4,2,2,17:19,,,,Arkansas,home,20,242550008,2004,3,regular
2,1,3,0,3,2,2,17,4-15,1-1,409,150,11-22,6.8,259,46,5.6,0-0,0,0,0,19:21,19,0,2,Texas,away,22,242550008,2004,3,regular
1,2,1,0,1,1,9,17,6-14,1-1,315,173,12-26,6.7,142,39,3.6,0-0,2,2,0,15:28,37,0,2,New Mexico,home,27,242550167,2004,3,regular
2,2,27,0,4,1,6,31,9-19,2-3,480,462,44-69,6.5,31,23,1.3,0-0,3,1,2,21:06,,,,Texas Tech,away,24,242550167,2004,3,regular
0,0,0,0,4,0,,13,3-15,0-0,181,239,19-36,5.1,-3,26,-0.1,0-0,3,0,3,15:40,,,,Wyoming,away,0,242550245,2004,3,regular
0,2,12,0,2,1,7,18,6-15,0-2,481,337,20-29,11.2,156,42,3.7,0-0,0,0,0,21:02,34,1,3,Texas A&M,home,31,242550245,2004,3,regular
1,2,18,0,1,0,1,14,2-12,0-1,282,258,15-22,10.0,61,37,1.6,0-0,1,1,0,16:12,,,,Houston,away,13,242550201,2004,3,regular
1,5,42,1,5,3,9,24,10-16,0-0,583,307,22-27,11.4,276,49,5.6,0-0,1,1,0,19:54,,,,Oklahoma,home,63,242550201,2004,3,regular
0,1,23,0,5,2,3,14,7-16,0-1,268,174,15-28,6.0,100,35,2.9,0-0,1,1,0,15:44,,,,Tulsa,away,21,242550197,2004,3,regular
1,3,87,1,4,1,8,16,8-17,1-1,346,70,3-8,8.8,276,60,4.6,0-0,0,0,0,20:57,,,,Oklahoma State,home,38,242550197,2004,3,regular
0,1,,,,1,,13,0-0,0-0,295,145,12-27,6.1,131,40,3.3,8-52,2,2,0,17:32,,,,Texas State,away,17,242550239,2004,3,regular
2,0,63,0,6,,6,18,5-16,0-1,321,250,16-30,7.5,97,45,2.2,0-0,2,0,2,19:08,,,,Baylor,home,24,242550239,2004,3,regular
1,0,,,,4,2,23,6-15,0-1,453,428,26-43,9.7,37,24,1.5,0-0,1,1,0,16:43,0,0,1,Miami (OH),away,26,242552132,2004,3,regular
1,4,12,0,2,2,7,19,5-11,0-2,599,258,12-23,11.2,341,43,7.9,0-0,2,1,1,19:18,,,,Cincinnati,home,45,242552132,2004,3,regular
1,1,0,0,1,2,3,16,3-14,0-0,350,217,17-32,6.8,133,27,4.9,0-0,2,2,0,14:10,,,,Army,home,21,242550349,2004,3,regular
2,6,42,0,8,1,10,34,9-15,0-1,572,352,26-34,10.1,230,54,4.3,0-0,1,1,0,22:31,,,,Louisville,away,52,242550349,2004,3,regular
0,0,,,,3,3,20,0-0,0-0,338,265,21-38,7.0,73,44,1.7,6-40,2,2,0,22:44,,,,Chattanooga,away,21,242550235,2004,3,regular
2,3,78,0,7,4,,17,3-12,0-1,496,336,12-28,12.0,160,35,4.6,0-0,1,0,1,13:57,,,,Memphis,home,52,242550235,2004,3,regular
3,1,,,,0,1,23,0-0,0-0,388,247,31-42,7.5,74,40,1.9,7-64,1,1,0,18:42,,,,Florida A&M,away,19,242552655,2004,3,regular
1,3,9,0,4,3,3,23,9-14,1-1,457,233,16-24,9.3,233,44,5.3,0-0,4,3,1,17:57,,,,Tulane,home,39,242552655,2004,3,regular
0,0,,,,3,,25,0-0,0-0,413,276,21-38,7.7,120,40,3.0,2-10,2,1,1,17:43,,,,Eastern Washington,away,20,242552005,2004,3,regular
1,4,-3,0,2,2,6,26,6-10,0-0,498,162,11-16,9.1,353,52,6.8,0-0,1,0,1,18:51,0,0,1,Air Force,home,42,242552005,2004,3,regular
0,0,44,0,2,0,,13,5-14,1-2,170,201,14-29,5.7,6,30,0.2,0-0,3,1,2,15:12,,,,SMU,away,0,242552628,2004,3,regular
1,3,24,0,4,3,8,26,9-18,0-2,562,411,26-35,11.3,165,51,3.2,0-0,0,0,0,21:25,40,0,2,TCU,home,44,242552628,2004,3,regular
2,1,0,0,2,2,6,27,5-12,1-2,502,431,31-44,9.1,103,34,3.0,0-0,3,2,1,18:39,2,0,2,Akron,home,24,242552006,2004,3,regular
2,3,83,1,3,0,7,22,8-13,0-0,403,356,33-41,8.3,64,29,2.2,0-0,4,2,2,18:08,0,0,1,Middle Tennessee,away,31,242552006,2004,3,regular
0,2,-1,0,6,0,8,23,4-14,1-2,457,292,20-28,10.0,177,44,4.0,0-0,1,1,0,20:37,,,,Florida Atlantic,away,20,242550249,2004,3,regular
1,1,7,0,3,0,7,13,3-14,0-1,281,165,8-22,7.5,116,36,3.2,0-0,0,0,0,16:02,,,,North Texas,home,13,242550249,2004,3,regular
1,0,30,0,3,2,0,12,7-14,0-0,272,231,20-31,6.9,58,25,2.3,0-0,5,3,2,14:23,0,0,1,Utah State,home,14,242550328,2004,3,regular
3,0,1,0,2,1,1,16,6-15,1-2,235,142,17-23,4.4,134,46,2.9,0-0,2,1,1,22:17,0,0,2,Idaho,away,7,242550328,2004,3,regular
1,0,,,,0,,17,0-0,0-0,359,273,27-41,6.8,81,24,3.4,7-60,4,3,1,15:03,,,,Southeast Missouri State,away,10,242550189,2004,3,regular
3,0,95,1,3,4,17,28,7-15,1-1,501,291,24-38,7.5,216,50,4.3,0-0,2,1,1,21:32,,,,Bowling Green,home,49,242550189,2004,3,regular
1,0,,,,1,1,13,0-0,0-0,145,91,14-38,3.4,16,33,0.5,4-20,1,0,1,19:34,,,,Tennessee Tech,away,7,242550058,2004,3,regular
0,2,52,0,7,0,3,17,6-14,0-0,278,101,13-23,4.0,185,43,4.3,0-0,2,1,1,17:06,37,1,1,South Florida,home,21,242550058,2004,3,regular
0,0,13,0,2,0,0,17,6-16,1-1,272,164,26-39,4.2,109,31,3.5,0-0,4,2,2,19:45,11,0,1,Western Michigan,away,0,242550259,2004,3,regular
2,3,16,0,4,4,9,23,6-11,1-1,487,333,19-25,13.3,155,35,4.4,0-0,1,0,1,16:55,59,1,2,Virginia Tech,home,63,242550259,2004,3,regular
2,1,0,0,1,1,8,22,4-16,3-3,410,342,31-54,6.1,83,27,3.1,0-0,2,0,2,16:52,6,0,1,Louisiana,away,20,242552348,2004,3,regular
0,2,8,0,3,1,6,26,3-11,0-0,491,183,17-28,6.5,308,43,7.2,0-0,3,2,1,19:49,8,0,2,Louisiana Tech,home,24,242552348,2004,3,regular
2,0,6,0,1,1,2,9,4-14,0-1,273,210,13-21,9.5,73,31,2.4,0-0,2,1,1,17:07,57,1,1,South Carolina,home,16,242552579,2004,3,regular
1,0,15,0,3,2,8,20,7-14,0-0,367,213,19-38,5.6,154,37,4.2,0-0,3,2,1,19:33,14,0,1,Georgia,away,20,242552579,2004,3,regular
1,0,27,0,4,1,4,16,8-20,0-2,296,206,19-40,5.0,95,36,2.6,0-0,1,1,0,19:46,,,,Eastern Michigan,away,10,242550057,2004,3,regular
1,4,32,0,5,3,7,19,3-10,0-0,409,256,17-28,8.9,159,38,4.2,0-0,1,1,0,16:53,,,,Florida,home,49,242550057,2004,3,regular
2,0,31,0,5,1,1,9,4-16,0-1,192,133,10-27,4.3,75,29,2.6,0-0,2,2,0,14:09,,,,Ole Miss,away,7,242550333,2004,3,regular
2,2,2,0,2,2,4,22,7-12,0-0,390,169,14-22,7.7,221,47,4.7,0-0,2,2,0,22:32,,,,Alabama,home,28,242550333,2004,3,regular
0,2,18,0,3,4,5,21,4-9,1-1,465,195,13-22,8.3,283,41,6.9,0-0,2,2,0,16:17,0,0,1,Auburn,away,43,242550344,2004,3,regular
2,0,17,0,3,2,2,13,7-17,0-2,271,198,24-36,5.3,81,29,2.8,0-0,1,0,1,20:03,,,,Mississippi State,home,14,242550344,2004,3,regular
0,0,,,,1,1,9,0-0,0-0,177,94,11-19,6.3,58,29,2.0,7-50,0,0,0,14:18,,,,Sacramento State,away,7,242552440,2004,3,regular
0,5,2,0,3,3,11,38,5-9,2-2,598,310,24-33,8.7,312,51,6.1,0-0,0,0,0,22:22,,,,Nevada,home,59,242552440,2004,3,regular
1,0,3,0,2,0,3,11,4-14,0-0,201,174,9-22,6.7,54,33,1.6,0-0,2,1,1,18:10,,,,Arkansas State,away,3,242550099,2004,3,regular
1,3,23,0,2,3,11,24,3-9,1-1,461,215,12-20,10.5,251,40,6.3,0-0,1,1,0,18:02,10,0,1,LSU,home,53,242550099,2004,3,regular
1,0,,,,,4,18,0-0,0-0,292,100,9-26,4.3,180,49,3.7,6-33,2,0,2,19:29,,,,Liberty,away,10,242552309,2004,3,regular
0,3,27,0,4,2,8,19,7-15,1-1,345,144,20-30,4.8,201,37,5.4,0-0,2,1,1,17:37,51,0,2,Kent State,home,38,242552309,2004,3,regular
0,0,,,,2,10,21,0-0,0-0,380,197,16-27,7.7,172,39,4.4,6-38,1,1,0,18:44,,,,Southern Illinois,away,22,242552459,2004,3,regular
1,0,47,0,4,2,11,16,4-15,0-1,400,209,12-23,9.1,191,41,4.7,0-0,0,0,0,17:39,,,,Northern Illinois,home,23,242552459,2004,3,regular
0,0,,,,,,8,0-0,0-0,112,63,9-26,3.0,34,25,1.4,5-24,2,1,1,15:35,,,,Weber State,away,0,242552638,2004,3,regular
1,3,6,0,3,0,14,30,5-14,0-1,499,237,18-29,7.7,276,54,5.1,0-0,0,0,0,21:05,0,0,1,UTEP,home,32,242552638,2004,3,regular
1,0,,,,0,,19,4-15,2-5,320,235,20-40,5.5,100,34,2.9,0-0,2,0,2,16:28,,,,Tulsa,home,0,242620202,2004,4,regular
0,4,13,0,4,0,3,23,9-14,0-1,447,117,6-8,14.6,330,68,4.9,0-0,1,1,0,19:55,42,0,2,Navy,away,29,242620202,2004,4,regular
2,0,0,0,1,1,7,22,8-17,0-1,352,161,10-22,6.0,220,61,3.6,0-0,1,1,0,20:01,51,0,3,West Virginia,home,19,242620277,2004,4,regular
1,0,-1,0,1,1,10,17,3-11,1-1,295,108,9-20,5.4,187,41,4.6,0-0,5,2,3,16:37,,,,Maryland,away,16,242620277,2004,4,regular
0,3,57,0,7,2,11,21,6-15,0-0,422,182,13-25,6.9,250,45,5.6,0-0,2,0,2,17:36,40,0,2,Virginia Tech,home,41,242620259,2004,4,regular
0,1,,,,1,5,11,1-15,3-3,197,110,6-20,4.4,108,42,2.6,0-0,2,0,2,19:06,34,0,2,Duke,away,17,242620259,2004,4,regular
0,0,6,0,4,1,7,17,5-14,1-2,393,169,12-29,5.7,229,43,5.3,0-0,6,3,3,19:13,6,0,2,Georgia Tech,away,13,242620153,2004,4,regular
3,3,22,0,5,1,4,19,5-14,0-2,426,154,10-23,6.2,284,47,6.0,0-0,2,0,2,17:26,9,0,3,North Carolina,home,34,242620153,2004,4,regular
1,0,,,,0,,13,0-0,0-0,221,87,12-26,4.0,117,36,3.3,4-20,3,1,2,20:28,,,,North Carolina A&T,away,3,242620154,2004,4,regular
1,5,16,0,2,0,6,23,9-12,0-0,405,69,8-14,4.9,336,51,6.6,0-0,1,1,0,15:36,68,1,2,Wake Forest,home,42,242620154,2004,4,regular
2,3,58,0,4,0,9,27,4-13,0-0,502,180,14-26,6.8,324,53,6.1,0-0,0,0,0,21:27,7,0,3,Texas A&M,home,27,242620245,2004,4,regular
0,0,5,0,4,1,0,18,2-11,0-1,250,234,20-36,5.3,58,27,2.1,0-0,5,2,3,15:14,,,,Clemson,away,6,242620245,2004,4,regular
2,1,30,0,5,0,16,11,2-16,0-0,137,87,10-21,3.5,64,40,1.6,0-0,1,1,0,21:13,26,0,3,Ohio State,away,22,242620152,2004,4,regular
1,1,-3,0,4,1,2,15,2-13,1-1,256,116,12-24,4.1,157,35,4.5,0-0,5,2,3,15:26,,,,NC State,home,14,242620152,2004,4,regular
3,2,50,0,3,1,7,19,7-16,0-1,388,226,11-24,9.0,173,48,3.6,0-0,3,2,1,20:30,89,0,3,Notre Dame,away,31,242620127,2004,4,regular
2,1,39,1,5,0,6,18,3-14,0-0,341,180,15-34,5.2,165,35,4.7,0-0,6,3,3,15:20,0,0,1,Michigan State,home,24,242620127,2004,4,regular
2,1,0,0,1,2,9,23,6-16,0-1,406,286,27-41,6.7,133,35,3.8,0-0,2,1,1,18:47,74,0,2,Western Michigan,away,27,242620356,2004,4,regular
1,0,,,,1,6,24,5-12,0-0,353,206,10-19,9.3,176,45,3.9,0-0,4,2,2,17:29,0,0,1,Illinois,home,30,242620356,2004,4,regular
2,0,0,0,1,1,1,12,2-11,0-0,199,141,9-15,6.9,96,33,2.9,0-0,0,0,0,16:16,,,,Arizona,home,7,242620012,2004,4,regular
0,1,46,0,5,0,3,18,6-15,3-4,262,116,12-24,4.8,146,46,3.2,0-0,2,2,0,20:10,,,,Wisconsin,away,9,242620012,2004,4,regular
0,0,24,0,5,5,14,23,12-19,1-1,511,435,33-46,9.5,76,34,2.2,0-0,1,0,1,22:15,31,0,1,Arizona State,home,44,242620009,2004,4,regular
0,0,60,0,2,0,1,6,2-12,0-2,100,69,8-19,2.3,56,27,2.1,0-0,1,0,1,14:25,5,0,1,Iowa,away,7,242620009,2004,4,regular
1,1,3,0,4,2,3,15,5-16,1-1,311,316,27-43,6.7,22,23,1.0,0-0,5,4,1,16:19,75,0,3,San Diego State,away,21,242620130,2004,4,regular
4,0,35,0,3,2,6,20,5-16,1-1,327,201,14-28,6.4,148,48,3.1,0-0,4,1,3,20:22,4,0,1,Michigan,home,24,242620130,2004,4,regular
0,0,0,0,1,1,10,24,8-15,0-2,424,320,25-41,7.3,126,35,3.6,0-0,4,1,3,18:30,,,,Colorado State,home,16,242620036,2004,4,regular
1,2,0,0,1,2,10,27,8-14,0-0,504,144,12-21,6.9,360,52,6.9,0-0,0,0,0,17:45,21,0,3,Minnesota,away,34,242620036,2004,4,regular
1,4,8,0,5,2,15,27,4-13,0-0,560,215,21-30,6.8,355,43,8.3,0-0,2,2,0,18:06,,,,Kentucky,home,51,242620096,2004,4,regular
2,1,-1,0,3,2,4,17,4-14,1-2,412,265,12-26,9.1,176,39,4.5,0-0,2,1,1,18:17,,,,Indiana,away,32,242620096,2004,4,regular
0,0,21,0,3,2,5,22,5-15,1-3,350,316,32-51,5.9,47,26,1.8,0-0,1,1,0,20:02,,,,Kansas,away,17,242620077,2004,4,regular
1,1,28,0,3,1,8,20,3-13,1-1,337,207,20-33,5.8,145,32,4.5,0-0,0,0,0,16:39,,,,Northwestern,home,20,242620077,2004,4,regular
0,0,21,0,3,0,,6,1-16,1-3,84,117,12-27,2.9,6,31,0.2,0-0,2,0,2,17:30,11,0,1,Akron,away,0,242620258,2004,4,regular
0,5,21,0,9,2,,23,6-14,0-1,522,196,21-33,5.9,326,42,7.8,0-0,1,0,1,19:10,20,0,2,Virginia,home,51,242620258,2004,4,regular
0,0,0,0,2,1,4,11,4-15,0-0,221,221,18-34,5.7,27,24,1.1,0-0,4,1,3,14:22,23,0,1,BYU,home,10,242620252,2004,4,regular
1,4,7,0,3,2,6,26,11-19,1-1,514,253,22-34,6.9,278,51,5.5,0-0,1,0,1,22:04,37,0,3,USC,away,42,242620252,2004,4,regular
2,2,0,0,1,2,7,21,5-17,2-2,419,200,13-29,6.9,219,45,4.9,0-0,0,0,0,18:28,19,0,1,Washington,home,31,242620264,2004,4,regular
0,5,26,0,5,0,7,24,10-14,0-2,546,131,12-17,7.2,424,54,7.9,0-0,3,2,1,18:19,,,,UCLA,away,37,242620264,2004,4,regular
3,0,7,0,4,0,1,10,2-15,0-0,114,64,7-31,1.3,75,27,2.8,0-0,4,2,2,13:00,,,,New Mexico,away,7,242620204,2004,4,regular
2,0,12,0,4,2,5,26,6-19,2-3,398,286,24-50,5.5,124,41,3.0,0-0,3,3,0,23:21,29,0,2,Oregon State,home,17,242620204,2004,4,regular
2,3,22,0,3,1,7,27,9-14,0-0,427,227,17-23,9.3,214,46,4.7,0-0,1,1,0,19:16,,,,Oklahoma,home,31,242620201,2004,4,regular
1,0,7,0,3,1,1,20,4-14,2-3,321,193,25-37,4.9,140,34,4.1,0-0,2,2,0,17:37,,,,Oregon,away,7,242620201,2004,4,regular
1,0,4,0,1,1,,13,2-14,3-3,276,162,18-24,6.0,131,39,3.4,0-0,4,3,1,20:33,,,,Idaho,home,8,242620070,2004,4,regular
3,3,20,0,4,4,7,22,7-13,0-2,509,223,13-21,10.6,286,46,6.2,0-0,1,1,0,16:07,0,0,1,Washington State,away,49,242620070,2004,4,regular
1,0,6,0,1,1,1,18,4-13,1-2,293,170,14-26,6.0,138,36,3.8,0-0,6,2,4,16:42,32,0,2,Cincinnati,away,7,242620183,2004,4,regular
2,1,24,0,2,1,5,15,4-12,0-0,353,166,11-18,8.9,192,44,4.4,0-0,3,1,2,19:58,70,0,4,Syracuse,home,19,242620183,2004,4,regular
1,2,8,0,3,1,6,15,3-14,0-1,265,152,11-23,6.2,123,43,2.9,0-0,1,0,1,19:35,61,0,3,Nebraska,away,24,242620221,2004,4,regular
0,0,20,0,7,1,5,15,8-18,2-3,258,251,22-45,5.1,30,25,1.2,0-0,4,1,3,18:05,5,0,1,Pittsburgh,home,17,242620221,2004,4,regular
1,2,0,0,3,1,3,24,10-20,2-5,341,387,29-47,6.6,30,38,0.8,0-0,4,3,1,18:56,66,0,2,Kent State,away,21,242620164,2004,4,regular
3,0,8,0,2,2,9,17,6-15,0-1,326,238,19-30,7.9,88,36,2.4,0-0,3,1,2,17:34,7,0,1,Rutgers,home,29,242620164,2004,4,regular
1,1,26,0,2,0,1,18,5-13,0-1,291,212,22-32,6.0,98,29,3.4,0-0,2,1,1,18:25,0,0,1,Connecticut,away,7,242610103,2004,4,regular
1,1,8,0,5,2,9,20,8-15,1-2,334,193,14-23,8.4,141,43,3.3,0-0,2,1,1,18:15,0,0,1,Boston College,home,27,242610103,2004,4,regular
1,1,,,,0,1,19,0-0,0-0,347,220,26-51,4.5,118,23,5.1,4-35,1,1,0,16:00,,,,Florida A&M,away,7,242620218,2004,4,regular
1,4,71,0,5,1,8,25,8-17,1-1,477,222,16-26,8.5,255,53,4.8,0-0,1,1,0,20:30,,,,Temple,home,38,242620218,2004,4,regular
0,0,5,0,1,1,1,11,3-14,0-0,144,222,10-22,7.6,-24,28,-0.9,0-0,1,0,1,15:59,14,0,1,UAB,away,7,242620052,2004,4,regular
0,4,73,0,5,0,10,26,2-15,5-8,489,248,24-38,6.3,251,47,5.3,0-0,1,0,1,20:28,31,0,1,Florida State,home,34,242620052,2004,4,regular
4,0,54,1,2,0,,11,3-16,0-1,181,131,13-33,3.7,60,31,1.9,0-0,2,1,1,17:16,59,0,2,UCF,away,13,242620213,2004,4,regular
1,4,55,0,8,1,5,24,6-14,1-1,524,277,22-34,8.1,247,41,6.0,0-0,6,4,2,19:07,0,0,1,Penn State,home,37,242620213,2004,4,regular
0,2,0,0,2,1,3,20,9-17,0-1,507,251,21-36,6.9,258,40,6.4,0-0,1,1,0,19:54,,,,North Texas,away,21,242620038,2004,4,regular
1,4,21,0,3,3,10,34,4-9,0-2,586,390,28-35,10.9,203,37,5.5,0-0,0,0,0,16:39,,,,Colorado,home,52,242620038,2004,4,regular
2,2,3,0,1,1,2,15,6-13,0-1,342,130,9-23,5.6,214,34,6.3,0-0,3,1,2,14:24,,,,Louisiana,away,20,242622306,2004,4,regular
1,3,25,0,2,1,16,26,2-8,1-1,445,52,7-10,5.2,393,62,6.3,0-0,2,2,0,22:15,14,0,2,Kansas State,home,40,242622306,2004,4,regular
0,0,0,0,1,0,,7,3-15,0-1,142,102,12-19,4.1,65,36,1.8,0-0,2,1,1,19:13,,,,Ball State,away,0,242620142,2004,4,regular
1,3,127,0,6,3,12,24,4-14,2-2,471,268,21-36,7.4,203,38,5.3,0-0,0,0,0,17:28,13,0,1,Missouri,home,48,242620142,2004,4,regular
0,2,90,0,5,4,5,24,3-13,0-3,402,291,20-33,8.6,117,46,2.5,0-0,4,0,4,19:27,17,0,2,Northern Illinois,away,41,242620066,2004,4,regular
0,1,49,1,6,3,4,16,3-15,0-3,342,249,14-28,8.0,117,39,3.0,0-0,2,0,2,16:10,59,2,4,Iowa State,home,48,242620066,2004,4,regular
2,3,8,0,1,2,5,17,4-18,1-2,316,186,16-39,4.2,151,39,3.9,0-0,3,3,0,19:16,13,0,2,TCU,away,35,242622641,2004,4,regular
3,4,122,0,7,5,10,27,5-13,0-3,586,485,31-52,9.1,115,32,3.6,0-0,4,2,2,17:08,,,,Texas Tech,home,70,242622641,2004,4,regular
0,1,3,0,1,0,1,17,8-16,0-1,310,153,19-33,4.5,163,37,4.4,0-0,5,3,2,16:45,,,,SMU,away,7,242620197,2004,4,regular
3,5,162,0,5,3,11,22,4-12,1-1,465,166,10-15,11.1,299,54,5.5,0-0,0,0,0,19:55,0,0,2,Oklahoma State,home,59,242620197,2004,4,regular
1,2,9,0,2,1,3,13,1-9,0-0,337,121,7-21,4.9,234,31,7.5,0-0,1,0,1,13:45,0,0,1,Army,away,21,242620248,2004,4,regular
0,3,,,,1,9,33,7-16,1-2,647,297,20-34,8.2,369,57,6.5,0-0,2,1,1,22:46,1,0,1,Houston,home,35,242620248,2004,4,regular
2,0,49,0,3,4,5,22,8-15,0-0,507,442,29-41,10.2,89,32,2.8,0-0,5,2,3,18:39,0,0,1,Arkansas State,home,35,242622032,2004,4,regular
2,1,15,0,2,3,,29,9-19,1-1,531,369,22-43,8.3,175,45,3.9,0-0,3,2,1,18:25,11,0,3,Memphis,away,47,242622032,2004,4,regular
0,1,25,0,3,0,7,18,3-14,1-2,371,243,18-31,7.3,146,41,3.6,0-0,1,1,0,21:29,,,,Georgia,home,13,242620061,2004,4,regular
1,0,5,0,2,0,3,7,1-12,0-2,160,134,11-23,5.3,37,23,1.6,0-0,0,0,0,15:11,,,,Marshall,away,3,242620061,2004,4,regular
0,0,21,0,1,1,,18,6-18,2-4,295,258,25-38,6.5,48,35,1.4,0-0,3,1,2,19:14,20,0,1,Utah State,home,6,242620328,2004,4,regular
1,4,4,0,2,2,6,21,1-7,1-2,441,206,14-20,10.2,237,43,5.5,0-0,1,0,1,17:27,102,1,2,Utah,away,48,242620328,2004,4,regular
0,0,,,,1,4,12,3-10,1-1,258,167,12-27,5.9,98,24,4.1,0-0,3,1,2,12:03,,,,UNLV,home,10,242622439,2004,4,regular
1,1,0,0,2,2,9,24,6-16,0-3,417,142,12-14,9.9,278,71,3.9,0-0,0,0,0,24:14,2,0,2,Air Force,away,27,242622439,2004,4,regular
0,0,17,0,5,3,9,18,5-16,0-1,422,352,23-33,10.2,87,35,2.5,0-0,0,0,0,17:18,9,0,3,Florida Atlantic,away,27,242622393,2004,4,regular
0,0,-6,0,3,1,8,21,3-12,1-1,431,397,28-40,9.1,67,29,2.3,0-0,3,0,3,19:20,,,,Middle Tennessee,home,20,242622393,2004,4,regular
0,1,29,0,4,1,4,15,3-12,0-0,347,196,13-23,8.0,164,35,4.7,0-0,1,1,0,16:52,26,0,1,Troy,away,18,242620166,2004,4,regular
1,0,35,0,3,2,,20,4-13,1-1,359,258,23-35,7.2,106,37,2.9,0-0,1,0,1,19:48,,,,New Mexico State,home,22,242620166,2004,4,regular
1,1,42,0,4,3,10,23,7-15,0-1,530,369,16-26,13.7,174,45,3.9,0-0,1,1,0,21:33,0,0,1,South Carolina,home,34,242622579,2004,4,regular
1,0,35,0,4,0,3,8,2-13,1-1,191,120,14-33,3.4,80,22,3.6,0-0,2,1,1,15:19,,,,South Florida,away,3,242622579,2004,4,regular
0,0,-2,0,4,0,0,10,3-16,0-0,183,177,8-20,6.6,52,41,1.3,0-0,4,4,0,20:14,9,0,1,Louisiana Tech,away,0,242622390,2004,4,regular
